Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
8,"Bassett, Nathan",2,,3,5,,,1.0,3.0,,,,2.0,1.0,2.0,,3.0,3.0,,,2.0,,,
26,"Bickley, Mark",13,3,11,24,,,,2.0,1.0,2.0,7.0,,,,,7.0,16.0,,,1.0,,,
35,"Biglands, Rhett",,1,1,1,,,6.0,1.0,1.0,,,2.0,,2.0,,1.0,,1.0,,,,,
10,"Bode, Matthew",15,5,6,21,1,1.0,,5.0,1.0,3.0,6.0,2.0,2.0,,2.0,11.0,9.0,,2.0,1.0,,,
24,"Burton, Brett",4,1,4,8,1,1.0,,2.0,,,,3.0,,3.0,,5.0,2.0,,1.0,,,,
4,"Clarke, Matthew",3,3,5,8,,,28.0,1.0,,1.0,,3.0,1.0,2.0,,6.0,2.0,2.0,,1.0,,,
1,"Crowell, Andrew",5,5,7,12,,,1.0,,3.0,1.0,1.0,,,,,2.0,9.0,,,5.0,1.0,,
11,"Doughty, Michael",3,2,5,8,,,,1.0,1.0,1.0,2.0,1.0,1.0,,,4.0,5.0,,1.0,1.0,,,
9,"Edwards, Tyson",19,8,9,28,1,,,4.0,4.0,3.0,3.0,3.0,2.0,1.0,,10.0,17.0,1.0,,5.0,,,
21,"Gallagher, James",15,4,8,23,2,1.0,,3.0,1.0,4.0,2.0,1.0,2.0,1.0,3.0,4.0,19.0,,1.0,,,,
36,"Goodwin, Simon",10,,5,15,2,,,4.0,1.0,3.0,4.0,3.0,,3.0,,6.0,8.0,,,3.0,,,
34,"Hart, Ben",9,4,5,14,,,1.0,,2.0,1.0,,1.0,1.0,1.0,,5.0,10.0,,,2.0,1.0,,
18,"Johncock, Graham",12,5,1,13,2,1.0,,3.0,,5.0,1.0,1.0,1.0,,,4.0,9.0,1.0,2.0,1.0,,,
40,"Ladhams, Chris",23,4,2,25,1,,,3.0,2.0,8.0,9.0,,2.0,,,11.0,14.0,1.0,1.0,,2.0,,
39,"Mattner, Martin",7,4,6,13,,,,,1.0,2.0,1.0,2.0,,2.0,,6.0,7.0,,,2.0,,,
16,"McGregor, Ken",8,6,4,12,,,,,,1.0,1.0,1.0,,1.0,,3.0,10.0,1.0,,1.0,,,
6,"Nelson, Ben",1,,2,3,,,,1.0,,2.0,1.0,1.0,,,,1.0,2.0,,,2.0,,,
33,"Reilly, Brent",,,1,1,,,,1.0,,,,,,,,1.0,,,,1.0,,,
32,"Ricciuto, Mark",4,2,6,10,,,,4.0,2.0,3.0,2.0,3.0,2.0,2.0,,6.0,5.0,,,1.0,,,
5,"Shir, Matthew",9,7,9,18,1,,,2.0,3.0,,,,1.0,,,4.0,15.0,,1.0,3.0,,,
7,"Smart, Nigel",8,5,5,13,1,1.0,,7.0,3.0,2.0,1.0,2.0,,1.0,,7.0,7.0,2.0,2.0,2.0,,,
19,"Stevens, Mark",8,6,3,11,3,2.0,,1.0,,,,,,,,4.0,7.0,2.0,6.0,1.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,178,75,108,286,15,9.0,37.0,48.0,26.0,42.0,41.0,31.0,16.0,21.0,5.0,111.0,176.0,11.0,17.0,35.0,4.0,,
Opposition,Opposition,158,56,91,249,12,9.0,40.0,53.0,24.0,42.0,32.0,26.0,21.0,16.0,1.0,102.0,139.0,9.0,10.0,38.0,5.0,,
