Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
4,"Bontempelli, Marcus",23y 134d,107 (57-0-50 53.27%),101 (0.94),←,
12,"Cordy, Zaine",22y 162d,51 (27-0-24 52.94%),10 (0.20),←,
9,"Crozier, Hayden",25y 104d,89 (40-0-49 44.94%),45 (0.51),20 (9-0-11 45.00%),1 (0.05)
35,"Daniel, Caleb",22y 274d,77 (42-0-35 54.55%),26 (0.34),←,
29,"Dickson, Tory",31y 193d,99 (49-0-50 49.49%),161 (1.63),←,
5,"Dunkley, Josh",22y 88d,46 (26-0-20 56.52%),27 (0.59),←,
15,"Duryea, Taylor",27y 348d,121 (84-1-36 69.83%),22 (0.18),3 (2-0-1 66.67%),1 (0.33)
44,"English, Tim",21y 240d,12 (6-0-6 50.00%),1 (0.08),←,
26,"Gowers, Billy",22y 301d,23 (9-0-14 39.13%),32 (1.39),←,
7,"Hunter, Lachie",24y 115d,108 (55-0-53 50.93%),52 (0.48),←,
21,"Liberatore, Tom",26y 326d,120 (52-0-68 43.33%),40 (0.33),←,
22,"Lloyd, Sam",29y 35d,60 (32-0-28 53.33%),72 (1.20),3 (2-0-1 66.67%),3 (1.00)
11,"Macrae, Jack",24y 247d,121 (61-0-60 50.41%),30 (0.25),←,
16,"McLean, Toby",23y 66d,63 (34-0-29 53.97%),43 (0.68),←,
33,"Naughton, Aaron",19y 128d,21 (10-0-11 47.62%),7 (0.33),←,
20,"Richards, Ed",19y 278d,24 (10-0-14 41.67%),9 (0.38),←,
13,"Schache, Josh",21y 229d,43 (9-0-34 20.93%),47 (1.09),16 (6-0-10 37.50%),22 (1.38)
6,"Smith, Bailey",18y 121d,3 (2-0-1 66.67%),,←,
1,"Suckling, Matt",30y 256d,155 (105-0-50 67.74%),73 (0.47),53 (30-0-23 56.60%),22 (0.42)
3,"Wallis, Mitch",26y 165d,126 (58-0-68 46.03%),70 (0.56),←,
10,"Wood, Easton",29y 215d,140 (73-0-67 52.14%),18 (0.13),←,
2,"Young, Lewis",20y 108d,11 (7-0-4 63.64%),,←,
Totals,Totals,24y 105d,1620 (848-1-771 52.35%),886 (0.55),,
C,"Beveridge, Luke",48y 227d,96 (54-0-42 56.25%),,←,
