Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
41,"Adkins, Damien",19y 77d,3 (3-0-0 100.00%),4 (1.33),←,
49,"Betheras, Rupert",24y 124d,19 (6-0-13 31.58%),8 (0.42),←,
26,"Brown, Gavin",32y 183d,241 (112-5-124 47.51%),184 (0.76),←,
5,"Buckley, Nathan",27y 244d,145 (54-2-89 37.93%),151 (1.04),125 (50-2-73 40.80%),130 (1.04)
17,"Burns, Scott",25y 94d,88 (34-1-53 39.20%),37 (0.42),←,
19,"Davis, Nick",19y 362d,17 (4-0-13 23.53%),6 (0.35),←,
25,"Fraser, Josh",18y 81d,3 (3-0-0 100.00%),1 (0.33),←,
9,"Freeborn, Glenn",27y 49d,80 (45-0-35 56.25%),43 (0.54),25 (7-0-18 28.00%),16 (0.64)
31,"Johnson, Ben",18y 356d,3 (3-0-0 100.00%),4 (1.33),←,
30,"Kinnear, Ben",21y 28d,15 (6-0-9 40.00%),3 (0.20),←,
18,"Licuria, Paul",22y 82d,26 (7-0-19 26.92%),10 (0.38),16 (5-0-11 31.25%),8 (0.50)
24,"Lockyer, Tarkyn",20y 148d,18 (7-0-11 38.89%),4 (0.22),←,
48,"Michael, Mal",22y 276d,49 (19-0-30 38.78%),13 (0.27),←,
11,"OBree, Shane",21y 11d,22 (12-0-10 54.55%),7 (0.32),3 (3-0-0 100.00%),4 (1.33)
2,"Orchard, Mark",23y 359d,71 (34-1-36 48.59%),11 (0.15),30 (10-1-19 35.00%),6 (0.20)
35,"Prestigiacomo, Simon",22y 55d,51 (17-0-34 33.33%),2 (0.04),←,
3,"Richardson, Mark",27y 147d,102 (43-1-58 42.65%),72 (0.71),←,
23,"Rocca, Anthony",22y 224d,81 (33-0-48 40.74%),100 (1.23),59 (22-0-37 37.29%),89 (1.51)
36,"Rocca, Saverio",26y 127d,147 (67-2-78 46.26%),499 (3.39),←,
20,"Tarrant, Chris",19y 190d,26 (9-0-17 34.62%),18 (0.69),←,
27,"Ukovic, Andrew",21y 124d,22 (14-0-8 63.64%),8 (0.36),3 (3-0-0 100.00%),
10,"Williams, Paul",26y 358d,171 (77-2-92 45.61%),203 (1.19),←,
Totals,Totals,23y 85d,1400 (609-14-777 43.50%),1388 (0.99),,
C,"Malthouse, Mick",46y 222d,381 (226-4-151 59.84%),,3 (3-0-0 100.00%),
