Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
19,"Bennett, Darren",13,6,1,14,4,4.0,2.0,1.0,,,,,2.0,1.0,,,,,,,,,
24,"Beveridge, Luke",3,1,1,4,,,,,,,,,,,,,,,,,,,
4,"Campbell, Tony",7,4,3,10,,,,1.0,,,,,2.0,1.0,,,,,,,,,
32,"Clark, Steven",10,4,1,11,3,,,2.0,,,,,2.0,,,,,,,,,,
23,"Dyson, Kevin",4,2,2,6,,,,1.0,,,,,2.0,1.0,,,,,,,,,
14,"Grinter, Rod",3,3,1,4,,,,1.0,,,,,,,,,,,,,,,
45,"Jackson, Ricky",12,1,4,16,2,1.0,,,,,,,1.0,3.0,,,,,,,,,
17,"Lovett, Brett",11,2,5,16,,,,4.0,,,,,,1.0,,,,,,,,,
6,"Lovett, Glenn",17,3,6,23,,,,4.0,,,,,1.0,3.0,,,,,,,,,
29,"Obst, Andrew",6,3,6,12,,,,1.0,,,,,2.0,2.0,,,,,,,,,
1,"ODwyer, Steven",8,4,3,11,,,14.0,,,,,,3.0,4.0,,,,,,,,,
41,"Rohde, Peter",8,5,8,16,,,,3.0,,,,,,,,,,,,,,,
44,"Schwarz, David",7,5,1,8,3,,,,,,,,,2.0,,,,,,,,,
5,"Spalding, Earl",10,3,7,17,,,1.0,1.0,,,,,4.0,,,,,,,,,,
18,"Stretch, Steven",9,1,4,13,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,
11,"Stynes, Jim",8,3,7,15,1,,7.0,,,,,,,,,,,,,,,,
15,"Tingay, Stephen",15,1,3,18,1,,,2.0,,,,,2.0,3.0,,,,,,,,,
26,"Viney, Jay",13,3,7,20,1,1.0,,2.0,,,,,3.0,2.0,,,,,,,,,
12,"Viney, Todd",18,6,6,24,1,1.0,,4.0,,,,,2.0,2.0,,,,,,,,,
8,"Yeats, Graeme",13,4,3,16,,,,2.0,,,,,2.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,195,64,79,274,16,8.0,25.0,30.0,,,,,29.0,27.0,,,,,,,,,
Opposition,Opposition,208,51,107,315,20,14.0,21.0,18.0,,,,,27.0,29.0,6.0,,,,,,,,
