North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
18,"Atley, Shaun",26y 206d,179 (91-0-88 50.84%),43 (0.24),←,
50,"Brown, Ben",26y 138d,102 (54-0-48 52.94%),221 (2.17),←,
42,"Campbell, Tom",27y 156d,44 (18-0-26 40.91%),24 (0.55),2 (0-0-2 0.00%),1 (0.50)
10,"Cunnington, Ben",27y 281d,190 (98-0-92 51.58%),79 (0.42),←,
9,"Davies-Uniacke, Luke",19y 303d,10 (2-0-8 20.00%),2 (0.20),←,
14,"Dumont, Trent",23y 281d,63 (23-0-40 36.51%),22 (0.35),←,
22,"Goldstein, Todd",30y 280d,215 (109-1-105 50.93%),115 (0.53),←,
43,"Hall, Aaron",28y 149d,106 (33-1-72 31.60%),78 (0.74),3 (0-0-3 0.00%),2 (0.67)
4,"Higgins, Shaun",31y 34d,206 (97-1-108 47.33%),212 (1.03),77 (39-0-38 50.65%),84 (1.09)
34,"Macmillan, Jamie",27y 196d,142 (73-0-69 51.41%),45 (0.32),←,
11,"McDonald, Luke",24y 57d,99 (51-0-48 51.52%),15 (0.15),←,
23,"McKay, Ben",21y 104d,4 (1-0-3 25.00%),,←,
17,"Pittard, Jasper",28y 6d,129 (66-0-63 51.16%),11 (0.09),3 (0-0-3 0.00%),
13,"Polec, Jared",26y 177d,109 (59-0-50 54.13%),58 (0.53),3 (0-0-3 0.00%),3 (1.00)
30,"Scott, Bailey",18y 272d,3 (0-0-3 0.00%),3 (1.00),←,
12,"Simpkin, Jy",21y 33d,38 (15-0-23 39.47%),21 (0.55),←,
25,"Tarrant, Robbie",29y 347d,129 (62-0-67 48.06%),43 (0.33),←,
26,"Thomas, Tarryn",19y 13d,2 (0-0-2 0.00%),1 (0.50),←,
16,"Thompson, Scott",32y 333d,224 (108-2-114 48.66%),7 (0.03),←,
28,"Turner, Kayne",23y 97d,61 (31-0-30 50.82%),44 (0.72),←,
21,"Tyson, Dom",25y 303d,110 (40-0-70 36.36%),45 (0.41),3 (0-0-3 0.00%),1 (0.33)
7,"Ziebell, Jack",28y 38d,191 (92-0-99 48.17%),143 (0.75),←,
Totals,Totals,25y 306d,2356 (1123-5-1228 47.67%),1232 (0.52),,
C,"Scott, Brad",42y 339d,204 (103-0-101 50.49%),,←,
