West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),West Coast Games (W-D-L W%),West Coast Goals (Ave.)
35,"Armstrong, Steven",23y 78d,54 (31-0-23 57.41%),31 (0.57),11 (9-0-2 81.82%),10 (0.91)
10,"Braun, Michael",29y 7d,187 (105-2-80 56.68%),57 (0.30),←,
1,"Brown, Mitch",18y 104d,1 (1-0-0 100.00%),,←,
17,"Chick, Daniel",31y 49d,234 (131-4-99 56.84%),206 (0.88),85 (57-2-26 68.24%),47 (0.55)
23,"Glass, Darren",25y 321d,122 (69-2-51 57.38%),7 (0.06),←,
22,"Graham, Jaymie",24y 53d,27 (21-0-6 77.78%),12 (0.44),←,
39,"Hunter, Adam",25y 286d,109 (64-2-43 59.63%),56 (0.51),←,
25,"Hurn, Shannon",19y 208d,7 (4-0-3 57.14%),2 (0.29),←,
38,"Jones, Brett",24y 237d,46 (34-0-12 73.91%),3 (0.07),←,
18,"Jones, Rowan",27y 132d,136 (70-3-63 52.57%),58 (0.43),←,
3,"Judd, Chris",23y 204d,116 (73-2-41 63.79%),120 (1.03),←,
4,"Kerr, Daniel",23y 319d,128 (71-2-55 56.25%),76 (0.59),←,
2,"LeCras, Mark",20y 213d,7 (6-0-1 85.71%),7 (1.00),←,
21,"Lynch, Quinten",24y 66d,83 (56-0-27 67.47%),120 (1.45),←,
11,"Priddis, Matt",22y 10d,3 (2-0-1 66.67%),,←,
24,"Rosa, Matt",20y 128d,19 (13-0-6 68.42%),3 (0.16),←,
14,"Seaby, Mark",22y 334d,60 (45-0-15 75.00%),40 (0.67),←,
37,"Selwood, Adam",22y 334d,52 (37-0-15 71.15%),16 (0.31),←,
41,"Staker, Brent",22y 312d,70 (46-1-23 66.43%),47 (0.67),←,
5,"Stenglein, Tyson",26y 258d,155 (94-0-61 60.65%),45 (0.29),49 (38-0-11 77.55%),19 (0.39)
8,"Waters, Beau",21y 1d,34 (27-0-7 79.41%),8 (0.24),←,
44,"Wirrpanda, David",27y 240d,172 (96-3-73 56.69%),70 (0.41),←,
Totals,Totals,23y 360d,1822 (1096-21-705 60.15%),984 (0.54),,
C,"Worsfold, John",38y 187d,121 (76-2-43 63.64%),,←,
