Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Bradley, Kepler",4,4,7,11,,,6.0,1.0,,1.0,2.0,3.0,1.0,2.0,,4.0,8.0,,,1.0,,,67.0
15,"Crowley, Ryan",5,2,4,9,,,,3.0,,1.0,,3.0,,2.0,,2.0,7.0,,1.0,1.0,,,89.0
25,"Dodd, Steven",9,7,15,24,,,,,2.0,,2.0,,1.0,,,6.0,17.0,,1.0,3.0,2.0,,76.0
41,"Duffield, Paul",18,8,5,23,,,,2.0,5.0,,2.0,3.0,,2.0,,5.0,18.0,1.0,,1.0,2.0,,93.0
27,"Gilmore, Daniel",13,14,3,16,,,,1.0,2.0,,,2.0,,,,1.0,14.0,1.0,,4.0,,,58.0
14,"Grover, Antoni",10,5,10,20,,,,2.0,4.0,,1.0,2.0,,1.0,,8.0,11.0,1.0,1.0,4.0,,,92.0
4,"Hasleby, Paul",8,4,13,21,1,,,1.0,1.0,5.0,3.0,3.0,3.0,2.0,,13.0,8.0,3.0,1.0,,,1.0,82.0
43,"Hayden, Roger",10,7,7,17,,,,5.0,2.0,2.0,1.0,2.0,2.0,1.0,,5.0,13.0,,,4.0,,,82.0
42,"Head, Josh",6,5,4,10,,,,,,1.0,,2.0,1.0,2.0,,1.0,9.0,,,,,1.0,66.0
32,"Hill, Stephen",7,3,6,13,,,,3.0,,4.0,,2.0,2.0,2.0,,6.0,10.0,,,,1.0,1.0,88.0
5,"Ibbotson, Garrick",9,6,8,17,,,1.0,2.0,,2.0,1.0,2.0,1.0,2.0,,5.0,13.0,,,3.0,,,89.0
37,"Johnson, Michael",17,7,7,24,1,,,5.0,2.0,,,3.0,1.0,,,6.0,18.0,,1.0,4.0,,,96.0
18,"McPharlin, Luke",5,4,3,8,,1.0,,2.0,1.0,,,2.0,,1.0,,2.0,6.0,,1.0,2.0,,,92.0
16,"Mundy, David",8,7,12,20,,,1.0,3.0,2.0,2.0,2.0,1.0,,1.0,,7.0,14.0,,1.0,,,,87.0
10,"Palmer, Rhys",6,4,14,20,,,1.0,2.0,,2.0,1.0,5.0,,1.0,,4.0,16.0,1.0,,,,,58.0
29,"Pavlich, Matthew",11,5,4,15,1,1.0,,2.0,1.0,4.0,3.0,,1.0,,,9.0,6.0,3.0,3.0,1.0,,,94.0
7,"Peake, Brett",10,7,4,14,,,,7.0,3.0,1.0,,2.0,1.0,1.0,,2.0,12.0,,2.0,,1.0,,84.0
31,"Sandilands, Aaron",4,2,7,11,,,19.0,1.0,,1.0,5.0,5.0,1.0,4.0,,5.0,6.0,,,1.0,,,83.0
3,"Schammer, Byron",18,8,14,32,,,,2.0,3.0,5.0,3.0,2.0,,2.0,,7.0,25.0,,,,2.0,,74.0
6,"Solomon, Dean",10,8,9,19,1,,,4.0,1.0,3.0,1.0,3.0,1.0,,,8.0,11.0,1.0,1.0,1.0,,1.0,83.0
8,"Suban, Nick",8,3,7,15,,,,4.0,3.0,,,1.0,1.0,,,5.0,10.0,,1.0,2.0,,,69.0
20,"Tarrant, Chris",6,1,4,10,,,,3.0,3.0,,,4.0,,3.0,,4.0,6.0,,,6.0,1.0,,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,202,121,167,369,4,4.0,28.0,55.0,35.0,34.0,27.0,52.0,17.0,29.0,,115.0,258.0,11.0,14.0,38.0,9.0,4.0,
Opposition,Opposition,225,111,193,418,17,9.0,25.0,51.0,29.0,54.0,35.0,39.0,29.0,16.0,6.0,132.0,282.0,4.0,9.0,47.0,21.0,13.0,
