Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
1,"Ballantyne, Hayden",24y 1d,39 (23-0-16 58.97%),61 (1.56),←,
21,"Barlow, Michael",23y 211d,15 (10-0-5 66.67%),15 (1.00),←,
6,"Broughton, Greg",24y 291d,46 (21-0-25 45.65%),9 (0.20),←,
30,"Clarke, Zac",21y 111d,14 (5-0-9 35.71%),1 (0.07),←,
40,"de Boer, Matt",21y 129d,51 (24-0-27 47.06%),14 (0.27),←,
41,"Duffield, Paul",26y 162d,84 (38-0-46 45.24%),21 (0.25),←,
7,"Fyfe, Nat",19y 302d,33 (20-0-13 60.61%),27 (0.82),←,
12,"Griffin, Jonathon",25y 184d,47 (24-0-23 51.06%),11 (0.23),6 (3-0-3 50.00%),4 (0.67)
14,"Grover, Antoni",31y 128d,195 (86-0-109 44.10%),26 (0.13),←,
43,"Hayden, Roger",30y 220d,128 (68-0-60 53.13%),14 (0.11),←,
32,"Hill, Stephen",21y 77d,60 (29-0-31 48.33%),40 (0.67),←,
5,"Ibbotson, Garrick",23y 124d,73 (29-0-44 39.73%),18 (0.25),←,
37,"Johnson, Michael",26y 270d,118 (60-0-58 50.85%),48 (0.41),←,
34,"Lower, Nick",24y 24d,34 (15-0-19 44.12%),7 (0.21),14 (8-0-6 57.14%),7 (0.50)
23,"Mayne, Chris",22y 257d,51 (27-0-24 52.94%),57 (1.12),←,
18,"McPharlin, Luke",29y 228d,183 (91-0-92 49.73%),113 (0.62),171 (83-0-88 48.54%),110 (0.64)
9,"McPhee, Adam",28y 284d,198 (84-1-113 42.68%),106 (0.54),56 (25-0-31 44.64%),23 (0.41)
13,"Mzungu, Tendai",25y 139d,7 (4-0-3 57.14%),6 (0.86),←,
10,"Palmer, Rhys",22y 154d,50 (21-0-29 42.00%),23 (0.46),←,
29,"Pavlich, Matthew",29y 198d,251 (112-0-139 44.62%),487 (1.94),←,
24,"Roberton, Dylan",20y 26d,24 (15-0-9 62.50%),4 (0.17),←,
36,"Silvagni, Alex",23y 291d,18 (13-0-5 72.22%),4 (0.22),←,
Totals,Totals,24y 306d,1719 (819-1-899 47.64%),1112 (0.65),,
C,"Harvey, Mark",46y 36d,90 (39-0-51 43.33%),,←,
