Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
17,"Burns, Scott",32y 190d,235 (104-1-130 44.47%),137 (0.58),←,
43,"Clarke, Martin",19y 230d,2 (1-0-1 50.00%),3 (1.50),←,
32,"Cloke, Travis",20y 118d,43 (22-0-21 51.16%),33 (0.77),←,
12,"Cox, Shannon",21y 116d,6 (4-0-2 66.67%),,←,
1,"Davis, Leon",26y 14d,127 (59-0-68 46.46%),157 (1.24),←,
4,"Didak, Alan",24y 136d,110 (60-0-50 54.55%),161 (1.46),←,
25,"Fraser, Josh",25y 177d,149 (79-0-70 53.02%),128 (0.86),←,
38,"Goldsack, Tyson",20y 40d,6 (3-0-3 50.00%),,←,
6,"Holland, Brodie",27y 179d,154 (67-0-87 43.51%),141 (0.92),118 (59-0-59 50.00%),104 (0.88)
26,"Johnson, Ben",26y 87d,148 (78-0-70 52.70%),41 (0.28),←,
18,"Licuria, Paul",29y 178d,187 (81-0-106 43.32%),70 (0.37),177 (79-0-98 44.63%),68 (0.38)
24,"Lockyer, Tarkyn",27y 244d,155 (72-0-83 46.45%),85 (0.55),←,
27,"Maxwell, Nick",24y 28d,60 (31-0-29 51.67%),11 (0.18),←,
7,"Medhurst, Paul",25y 202d,106 (54-0-52 50.94%),176 (1.66),7 (4-0-3 57.14%),10 (1.43)
11,"OBree, Shane",28y 108d,181 (89-0-92 49.17%),70 (0.39),162 (80-0-82 49.38%),67 (0.41)
10,"Pendlebury, Scott",19y 175d,22 (12-0-10 54.55%),16 (0.73),←,
20,"Reid, Ben",18y 63d,1 (0-0-1 0.00%),1 (1.00),←,
21,"Richards, Guy",24y 102d,31 (16-0-15 51.61%),3 (0.10),←,
39,"Shaw, Heath",21y 216d,41 (22-0-19 53.66%),10 (0.24),←,
36,"Swan, Dane",23y 126d,64 (32-0-32 50.00%),31 (0.48),←,
13,"Thomas, Dale",20y 10d,29 (17-0-12 58.62%),19 (0.66),←,
14,"Wakelin, Shane",32y 323d,222 (105-2-115 47.75%),20 (0.09),128 (64-0-64 50.00%),1 (0.01)
Totals,Totals,24y 172d,2079 (1008-3-1068 48.48%),1313 (0.63),,
C,"Malthouse, Mick",53y 318d,552 (308-4-240 56.16%),,174 (85-0-89 48.85%),
