Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
18,"Cameron, Leon",15,1,6,21,,,,1.0,,,,,3.0,2.0,,,,,,,,,
21,"Campbell, Tony",2,,1,3,,,,,,,,,,1.0,,,,,,,,,
11,"Curley, Todd",8,2,6,14,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,
14,"Darcy, Luke",5,2,1,6,,,5.0,,,,,,1.0,1.0,,,,,,,,,
28,"Dimattina, Paul",2,2,,2,,,,,,,,,,,,,,,,,,,
32,"Ellis, Craig",6,1,1,7,,,,,,,,,,,,,,,,,,,
3,"Grant, Chris",16,9,4,20,,,,1.0,,,,,1.0,,2.0,,,,,,,,
29,"Griffin, Daryl",7,1,1,8,,,,1.0,,,,,1.0,,,,,,,,,,
37,"Hargraves, Daniel",4,2,,4,1,1.0,,,,,,,,1.0,,,,,,,,,
10,"Hunter, Mark",18,5,,18,1,,,4.0,,,,,,1.0,,,,,,,,,
6,"Johnson, Brad",8,1,,8,,1.0,,,,,,,,1.0,,,,,,,,,
4,"Kellett, Nigel",5,3,4,9,,,,,,,,,1.0,1.0,,,,,,,,,
39,"Liberatore, Tony",16,,10,26,,,,7.0,,,,,2.0,2.0,,,,,,,,,
22,"Quill, Peter",9,1,1,10,,,,,,,,,1.0,,,,,,,,,,
36,"Romero, Jose",5,,1,6,,,,4.0,,,,,1.0,2.0,,,,,,,,,
38,"Sir, Sedat",1,,,1,,,,1.0,,,,,,1.0,,,,,,,,,
5,"Smith, Rohan",16,4,4,20,,,,1.0,,,,,1.0,,,,,,,,,,
24,"Wallis, Stephen",14,4,4,18,,,,3.0,,,,,3.0,,,,,,,,,,
25,"Watts, Jason",4,2,3,7,1,,,,,,,,,,,,,,,,,,
45,"Wira, Brad",10,4,6,16,,,,,,,,,1.0,1.0,,,,,,,,,
15,"Wynd, Scott",8,5,8,16,,,17.0,,,,,,2.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,179,49,61,240,3,4.0,23.0,24.0,,,,,19.0,16.0,2.0,,,,,,,,
Opposition,Opposition,208,62,90,298,4,12.0,10.0,30.0,,,,,16.0,19.0,4.0,,,,,,,,
