Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
21,"Buntine, Matt",24y 324d,49 (25-0-24 51.02%),1 (0.02),←,
18,"Cameron, Jeremy",25y 160d,129 (54-3-72 43.02%),326 (2.53),←,
3,"Coniglio, Stephen",24y 267d,117 (54-1-62 46.58%),61 (0.52),←,
1,"Davis, Phil",28y 9d,142 (69-3-70 49.65%),6 (0.04),124 (58-3-63 47.98%),5 (0.04)
24,"de Boer, Matt",28y 182d,167 (96-4-67 58.68%),69 (0.41),29 (18-3-8 67.24%),21 (0.72)
7,"Deledio, Brett",31y 143d,260 (122-6-132 48.08%),191 (0.73),17 (12-1-4 73.53%),9 (0.53)
4,"Greene, Toby",24y 348d,125 (53-1-71 42.80%),139 (1.11),←,
19,"Haynes, Nick",26y 113d,104 (50-3-51 49.52%),8 (0.08),←,
27,"Himmelberg, Harry",22y 123d,39 (26-1-12 67.95%),37 (0.95),←,
2,"Hopper, Jacob",21y 214d,43 (28-1-14 66.28%),19 (0.44),←,
22,"Kelly, Josh",23y 208d,100 (56-2-42 57.00%),63 (0.63),←,
40,"Kennedy, Adam",26y 58d,91 (32-0-59 35.16%),8 (0.09),←,
17,"Langdon, Zac",22y 299d,20 (13-0-7 65.00%),20 (1.00),←,
37,"Lobb, Rory",25y 211d,73 (42-2-29 58.90%),63 (0.86),←,
36,"Perryman, Harry",19y 263d,17 (7-1-9 44.12%),2 (0.12),←,
50,"Reid, Sam",28y 305d,63 (35-3-25 57.94%),26 (0.41),53 (29-3-21 57.55%),25 (0.47)
5,"Shiel, Dylan",25y 183d,134 (59-3-72 45.15%),64 (0.48),←,
14,"Taranto, Tim",20y 223d,36 (23-1-12 65.28%),13 (0.36),←,
20,"Tomlinson, Adam",25y 29d,114 (46-3-65 41.67%),30 (0.26),←,
8,"Ward, Callan",28y 151d,215 (97-3-115 45.81%),107 (0.50),155 (65-3-87 42.90%),74 (0.48)
6,"Whitfield, Lachie",24y 52d,113 (52-3-58 47.35%),49 (0.43),←,
29,"Williams, Zac",23y 353d,77 (40-0-37 51.95%),20 (0.26),←,
Totals,Totals,25y 42d,2228 (1079-44-1105 48.43%),1322 (0.59),,
C,"Cameron, Leon",46y 6d,116 (63-3-50 55.60%),,←,
