Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
10,"Ballard, Charlie",19y 258d,14 (3-0-11 21.43%),1 (0.07),←,
3,"Bowes, Jack",21y 71d,30 (7-0-23 23.33%),7 (0.23),←,
29,"Burgess, Chris",23y 132d,3 (2-0-1 66.67%),2 (0.67),←,
25,"Collins, Sam",24y 296d,17 (5-0-12 29.41%),,3 (2-0-1 66.67%),
8,"Fiorini, Brayden",21y 228d,29 (8-0-21 27.59%),11 (0.38),←,
1,"Hanley, Pearce",30y 143d,148 (43-0-105 29.05%),59 (0.40),19 (5-0-14 26.32%),1 (0.05)
5,"Harbrow, Jarrod",30y 263d,227 (83-2-142 37.00%),54 (0.24),157 (43-1-113 27.71%),33 (0.21)
39,"Holman, Nick",23y 313d,33 (7-0-26 21.21%),14 (0.42),24 (6-0-18 25.00%),14 (0.58)
20,"Hombsch, Jack",26y 31d,101 (52-0-49 51.49%),1 (0.01),3 (2-0-1 66.67%),
38,"Joyce, Jesse",21y 233d,49 (14-0-35 28.57%),1 (0.02),←,
41,"Lukosius, Jack",18y 241d,3 (2-0-1 66.67%),,←,
44,"Macpherson, Darcy",21y 160d,20 (5-0-15 25.00%),11 (0.55),←,
4,"Martin, Jack",24y 68d,84 (24-1-59 29.17%),75 (0.89),←,
2,"Miles, Anthony",27y 38d,74 (38-0-36 51.35%),27 (0.36),3 (2-0-1 66.67%),2 (0.67)
11,"Miller, Touk",23y 44d,85 (19-1-65 22.94%),25 (0.29),←,
31,"Murdoch, Jordan",27y 15d,111 (74-2-35 67.57%),73 (0.66),3 (2-0-1 66.67%),
27,"Powell, Wil",19y 224d,10 (3-0-7 30.00%),3 (0.30),←,
6,"Sexton, Alex",25y 125d,100 (27-0-73 27.00%),81 (0.81),←,
24,"Swallow, David",26y 139d,120 (33-0-87 27.50%),61 (0.51),←,
14,"Weller, Lachie",23y 43d,72 (20-0-52 27.78%),21 (0.29),25 (6-0-19 24.00%),4 (0.16)
28,"Witts, Jarrod",26y 206d,83 (30-0-53 36.14%),22 (0.27),43 (12-0-31 27.91%),4 (0.09)
30,"Wright, Peter",22y 211d,52 (12-0-40 23.08%),66 (1.27),←,
Totals,Totals,24y 9d,1465 (511-6-948 34.88%),615 (0.42),,
C,"Dew, Stuart",39y 232d,25 (6-0-19 24.00%),,←,
