Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
30,"Bayes, Mark",25y 34d,138 (67-1-70 48.91%),115 (0.83),←,
13,"Brunton, Neil",23y 106d,7 (3-0-4 42.86%),,←,
7,"Carroll, Dennis",31y 163d,207 (96-1-110 46.62%),107 (0.52),←,
4,"Doolan, Ben",19y 99d,17 (7-1-9 44.12%),4 (0.24),←,
40,"Dunkley, Andrew",23y 294d,2 (1-0-1 50.00%),,←,
47,"Higgins, Leon",23y 296d,78 (30-1-47 39.10%),60 (0.77),←,
31,"Holmes, Darren",21y 228d,11 (4-1-6 40.91%),1 (0.09),←,
11,"Kappler, Darren",27y 86d,91 (32-0-59 35.16%),55 (0.60),4 (2-0-2 50.00%),4 (1.00)
14,"Kelly, Paul",22y 265d,34 (10-1-23 30.88%),17 (0.50),←,
1,"Lawson, Jamie",20y 196d,20 (8-1-11 42.50%),12 (0.60),←,
3,"Lewis, Dale",22y 350d,28 (9-1-18 33.93%),34 (1.21),←,
16,"McGovern, Andrew",24y 11d,4 (2-0-2 50.00%),3 (0.75),←,
45,"McKenzie, Warren",27y 262d,88 (48-2-38 55.68%),56 (0.64),21 (7-1-13 35.71%),13 (0.62)
10,"Mitchell, Barry",26y 133d,152 (69-1-82 45.72%),203 (1.34),←,
35,"Murphy, David",29y 239d,136 (61-0-75 44.85%),88 (0.65),←,
18,"Nettelbeck, Craig",19y 328d,24 (8-1-15 35.42%),15 (0.63),←,
15,"Strooper, David",24y 53d,47 (16-0-31 34.04%),42 (0.89),4 (2-0-2 50.00%),14 (3.50)
12,"Thripp, Terry",28y 170d,73 (33-0-40 45.21%),43 (0.59),←,
2,"Tunbridge, Brad",28y 83d,28 (9-1-18 33.93%),8 (0.29),←,
20,"West, Jim",26y 6d,34 (8-0-26 23.53%),49 (1.44),←,
Totals,Totals,24y 298d,1219 (521-13-685 42.74%),912 (0.75),,
C,"Buckenara, Gary",33y 290d,4 (2-0-2 50.00%),,←,
