Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
19,"Bishop, Matthew",10,7,5,15,,,,,3.0,3.0,,1.0,1.0,1.0,,4.0,9.0,,,3.0,,,100.0
20,"Brogan, Dean",9,2,5,14,,,6.0,5.0,,2.0,3.0,3.0,5.0,2.0,,9.0,5.0,1.0,,2.0,,,73.0
7,"Burgoyne, Peter",16,3,9,25,,1.0,,3.0,2.0,4.0,8.0,4.0,3.0,1.0,,13.0,14.0,,1.0,,3.0,,97.0
8,"Burgoyne, Shaun",1,,2,3,,,,,,,1.0,,,,,2.0,1.0,,,,,1.0,19.0
25,"Cassisi, Domenic",9,3,4,13,,,,1.0,1.0,2.0,2.0,1.0,3.0,,,8.0,5.0,1.0,,2.0,,,88.0
26,"Cochrane, Stuart",4,2,2,6,1,,,,,1.0,1.0,,,,,1.0,5.0,,,,,,55.0
35,"Cornes, Chad",9,4,6,15,,,,2.0,4.0,1.0,1.0,2.0,,1.0,,8.0,7.0,1.0,,5.0,,,100.0
18,"Cornes, Kane",18,5,10,28,1,,1.0,2.0,4.0,4.0,4.0,1.0,2.0,1.0,,12.0,16.0,,,4.0,1.0,,89.0
17,"Dew, Stuart",8,3,2,10,1,,,1.0,3.0,4.0,,3.0,1.0,,,5.0,5.0,1.0,1.0,2.0,,,94.0
33,"Ebert, Brett",7,4,4,11,,1.0,,,1.0,3.0,2.0,2.0,1.0,,,6.0,6.0,,,2.0,,1.0,86.0
10,"Francou, Josh",3,,6,9,,,,3.0,,1.0,3.0,2.0,,1.0,,6.0,4.0,,,1.0,,,90.0
29,"Kingsley, Adam",12,7,2,14,,,,1.0,5.0,,,1.0,2.0,1.0,,4.0,10.0,,1.0,,1.0,,90.0
5,"Lade, Brendon",2,2,4,6,,,8.0,1.0,,,,1.0,,,,3.0,3.0,1.0,1.0,1.0,,,50.0
22,"Mahoney, Josh",,,1,1,,,,,,,,,,,,1.0,,,,1.0,,,14.0
3,"Montgomery, Brett",9,7,7,16,1,,,4.0,2.0,3.0,1.0,3.0,1.0,2.0,,3.0,12.0,1.0,,5.0,,,100.0
1,"Primus, Matthew",5,3,3,8,2,1.0,10.0,5.0,,2.0,1.0,4.0,1.0,4.0,,4.0,3.0,1.0,1.0,,,,95.0
12,"Shattock, Aaron",9,2,4,13,,,2.0,2.0,1.0,3.0,,5.0,1.0,2.0,,6.0,7.0,,,,,,87.0
28,"Thurstans, Toby",3,1,,3,1,1.0,,,,,,4.0,1.0,3.0,,1.0,1.0,,1.0,1.0,,,76.0
16,"Tredrea, Warren",17,9,5,22,,1.0,,1.0,1.0,7.0,,2.0,3.0,1.0,,8.0,13.0,2.0,2.0,2.0,,2.0,99.0
2,"Wakelin, Darryl",8,4,5,13,,,1.0,1.0,4.0,1.0,1.0,,,,,4.0,9.0,1.0,,6.0,,,100.0
42,"Walsh, Peter",6,2,2,8,,,,5.0,3.0,,,1.0,,,,1.0,7.0,,,6.0,3.0,,100.0
4,"Wanganeen, Gavin",17,4,4,21,,1.0,,,2.0,1.0,2.0,3.0,2.0,1.0,,9.0,10.0,,,2.0,2.0,,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,182,74,92,274,7,11.0,28.0,37.0,36.0,42.0,30.0,43.0,27.0,21.0,,118.0,152.0,10.0,8.0,45.0,10.0,4.0,
Opposition,Opposition,215,116,107,322,13,10.0,27.0,29.0,32.0,51.0,30.0,50.0,21.0,27.0,6.0,110.0,213.0,6.0,12.0,53.0,11.0,7.0,
