North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Archer, Glenn",8,4.0,2,10,,,,1.0,,,,,1.0,1.0,,,,,,,,,
48,"Attard, Mark",7,3.0,2,9,,1.0,,2.0,,,,,1.0,,,,,,,,,,
14,"Buckley, Ben",9,7.0,8,17,,,,,,,,,,,,,,,,,,,
18,"Carey, Wayne",12,9.0,5,17,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,
27,"Crocker, Darren",13,4.0,4,17,,,1.0,2.0,,,,,2.0,3.0,,,,,,,,,
28,"Dwyer, Anthony",9,1.0,4,13,,,,5.0,,,,,,2.0,,,,,,,,,
29,"German, Peter",18,7.0,5,23,1.0,1.0,,4.0,,,,,,,,,,,,,,,
26,"Ishchenko, Alex",4,1.0,7,11,1.0,,13.0,,,,,,,2.0,,,,,,,,,
35,"Longmire, John",12,3.0,8,20,,,,,,,,,4.0,1.0,,,,,,,,,
20,"Mann, Peter",2,1.0,1,3,,1.0,,1.0,,,,,1.0,,,,,,,,,,
38,"McCarthy, Adam",6,2.0,6,12,,,,1.0,,,,,,,,,,,,,,,
16,"McCarthy, John",10,5.0,3,13,2.0,2.0,,,,,,,1.0,1.0,,,,,,,,,
2,"Schwass, Wayne",14,5.0,9,23,1.0,,,5.0,,,,,1.0,2.0,,,,,,,,,
24,"Sholl, Craig",14,1.0,8,22,,,,2.0,,,,,1.0,2.0,,,,,,,,,
15,"Smith, Ross",13,1.0,2,15,,,,,,,,,2.0,2.0,,,,,,,,,
32,"Smith, Shaun",9,3.0,2,11,3.0,2.0,,1.0,,,,,1.0,2.0,,,,,,,,,
1,"Spargo, Paul",9,2.0,6,15,,1.0,,1.0,,,,,1.0,3.0,,,,,,,,,
17,"Staritski, Justin",4,,9,13,,,,2.0,,,,,,,,,,,,,,,
7,"Steele, Darren",11,,4,15,,,,,,,,,,,,,,,,,,,
10,"Stevens, Anthony",11,3.0,4,15,1.0,,,1.0,,,,,2.0,3.0,,,,,,,,,
Totals,Totals,195,62.0,99,294,10.0,11.0,15.0,29.0,,,,,18.0,24.0,,,,,,,,,
Opposition,Opposition,240,96.0,148,388,20.0,19.0,15.0,32.0,,,,,24.0,17.0,6.0,,,,,,,,
