Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
12,"Astbury, David",28y 124d,118 (63-2-53 54.24%),9 (0.08),←,
29,"Bolton, Shai",20y 204d,17 (11-0-6 64.71%),11 (0.65),←,
35,"Broad, Nathan",26y 76d,43 (33-0-10 76.74%),1 (0.02),←,
22,"Caddy, Josh",26y 275d,150 (92-1-57 61.67%),155 (1.03),55 (40-0-15 72.73%),79 (1.44)
11,"Castagna, Jason",22y 353d,65 (43-0-22 66.15%),66 (1.02),←,
41,"Chol, Mabior",22y 152d,3 (1-0-2 33.33%),4 (1.33),←,
9,"Cotchin, Trent",29y 84d,226 (120-2-104 53.54%),123 (0.54),←,
10,"Edwards, Shane",30y 248d,244 (121-5-118 50.61%),156 (0.64),←,
5,"Ellis, Brandon",25y 331d,165 (98-1-66 59.70%),55 (0.33),←,
34,"Graham, Jack",21y 125d,30 (23-0-7 76.67%),12 (0.40),←,
2,"Grimes, Dylan",27y 349d,140 (87-0-53 62.14%),3 (0.02),←,
14,"Houli, Bachar",31y 49d,196 (104-3-89 53.83%),42 (0.21),170 (94-2-74 55.88%),33 (0.19)
23,"Lambert, Kane",27y 216d,84 (55-0-29 65.48%),47 (0.56),←,
19,"Lynch, Tom",26y 242d,145 (45-1-99 31.38%),285 (1.97),14 (8-0-6 57.14%),31 (2.21)
4,"Martin, Dustin",28y 4d,214 (116-2-96 54.67%),231 (1.08),←,
33,"McIntosh, Kamdyn",25y 88d,88 (58-0-30 65.91%),25 (0.28),←,
3,"Prestia, Dion",26y 261d,144 (62-0-82 43.06%),47 (0.33),49 (36-0-13 73.47%),17 (0.35)
17,"Rioli, Daniel",22y 75d,66 (40-0-26 60.61%),60 (0.91),←,
15,"Short, Jayden",23y 157d,60 (37-0-23 61.67%),19 (0.32),←,
47,"Soldo, Ivan",23y 77d,12 (7-0-5 58.33%),1 (0.08),←,
44,"Stack, Sydney",19y 63d,12 (7-0-5 58.33%),7 (0.58),←,
1,"Vlastuin, Nick",25y 72d,130 (80-0-50 61.54%),26 (0.20),←,
Totals,Totals,25y 181d,2352 (1303-17-1032 55.40%),1385 (0.59),,
C,"Hardwick, Damien",46y 316d,220 (119-2-99 54.55%),,←,
