North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
33,"Allison, Brett",22y 90d,60 (27-1-32 45.83%),58 (0.97),←,
44,"Brayshaw, Mark",24y 200d,16 (12-0-4 75.00%),2 (0.13),←,
14,"Buckley, Ben",23y 56d,48 (19-0-29 39.58%),13 (0.27),←,
18,"Carey, Wayne",19y 89d,24 (14-0-10 58.33%),37 (1.54),←,
30,"Chandler, Jeff",24y 165d,28 (17-1-10 62.50%),3 (0.11),←,
27,"Crocker, Darren",23y 151d,65 (31-1-33 48.46%),44 (0.68),←,
51,"Dwyer, Anthony",20y 235d,1 (1-0-0 100.00%),,←,
6,"Fairley, Ian",25y 340d,103 (50-2-51 49.51%),137 (1.33),←,
31,"Gallagher, Michael",24y 107d,28 (20-1-7 73.21%),19 (0.68),12 (10-0-2 83.33%),2 (0.17)
12,"Hamilton, Steven",19y 351d,5 (3-0-2 60.00%),1 (0.20),←,
34,"Hepburn, Mark",21y 360d,55 (27-1-27 50.00%),29 (0.53),←,
9,"Larkin, Matthew",26y 5d,124 (64-3-57 52.82%),111 (0.90),←,
35,"Longmire, John",19y 236d,48 (20-1-27 42.71%),126 (2.63),←,
4,"Martyn, Mick",21y 358d,53 (24-1-28 46.23%),4 (0.08),←,
16,"McCarthy, John",23y 147d,59 (25-1-33 43.22%),60 (1.02),←,
19,"McRae, Dean",21y 285d,63 (28-1-34 45.24%),19 (0.30),←,
3,"Rock, Anthony",19y 329d,18 (9-0-9 50.00%),14 (0.78),←,
36,"Romero, Jose",19y 23d,30 (15-0-15 50.00%),41 (1.37),←,
24,"Sholl, Craig",22y 237d,20 (12-0-8 60.00%),4 (0.20),←,
15,"Smith, Ross",25y 202d,121 (55-2-64 46.28%),24 (0.20),←,
Totals,Totals,22y 180d,969 (473-16-480 48.81%),746 (0.77),,
C,"Schimmelbusch, Wayne",37y 217d,21 (12-0-9 57.14%),,←,
