Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
17,"Boyd, Tom",10,4,5,15,,,11.0,3.0,2.0,3.0,3.0,5.0,1.0,1.0,,7.0,8.0,1.0,,6.0,,1.0,89.0
12,"Cordy, Zaine",5,3,5,10,,,,1.0,1.0,1.0,,2.0,,1.0,,5.0,5.0,3.0,,4.0,,,92.0
9,"Crozier, Hayden",6,3,4,10,,,,6.0,,2.0,,1.0,,1.0,,,10.0,,,4.0,,,80.0
6,"Dahlhaus, Luke",13,3,16,29,,1.0,,5.0,2.0,1.0,3.0,2.0,1.0,,,11.0,17.0,1.0,1.0,2.0,,,80.0
31,"Dale, Bailey",9,4,9,18,,,,1.0,1.0,1.0,4.0,3.0,,1.0,,7.0,12.0,,1.0,4.0,,,70.0
35,"Daniel, Caleb",8,2,16,24,,1.0,,2.0,2.0,1.0,3.0,3.0,,2.0,,11.0,14.0,,,2.0,,1.0,80.0
5,"Dunkley, Josh",11,4,8,19,1,,,9.0,,3.0,1.0,3.0,2.0,2.0,,11.0,9.0,1.0,,1.0,,,90.0
44,"English, Tim",4,3,5,9,1,,8.0,,,1.0,1.0,4.0,3.0,3.0,,4.0,5.0,,,4.0,,,69.0
26,"Gowers, Billy",7,3,9,16,2,1.0,,1.0,,2.0,1.0,4.0,,4.0,,10.0,6.0,,,1.0,,1.0,80.0
22,"Honeychurch, Mitch",6,3,5,11,1,1.0,,3.0,,,1.0,1.0,1.0,,,4.0,9.0,,1.0,,,,78.0
7,"Hunter, Lachie",20,9,14,34,,2.0,,3.0,4.0,7.0,4.0,4.0,2.0,,2.0,14.0,20.0,,2.0,,4.0,,88.0
39,"Johannisen, Jason",12,5,6,18,1,2.0,,3.0,,5.0,2.0,2.0,,,,7.0,11.0,1.0,4.0,1.0,,1.0,84.0
46,"Jong, Lin",6,2,5,11,1,,,3.0,1.0,2.0,4.0,3.0,2.0,1.0,,6.0,5.0,1.0,1.0,3.0,,1.0,70.0
27,"Lipinski, Patrick",8,2,9,17,2,,,1.0,,3.0,1.0,4.0,,1.0,,5.0,13.0,,,,,,76.0
11,"Macrae, Jack",19,5,21,40,1,1.0,,8.0,3.0,6.0,12.0,2.0,1.0,1.0,3.0,25.0,19.0,,1.0,1.0,3.0,2.0,93.0
16,"McLean, Toby",11,5,22,33,,1.0,,13.0,3.0,4.0,7.0,1.0,1.0,1.0,,16.0,18.0,,1.0,2.0,1.0,,75.0
33,"Naughton, Aaron",7,5,5,12,,,,4.0,5.0,1.0,,,1.0,,,6.0,4.0,3.0,,8.0,,,92.0
20,"Richards, Ed",6,,5,11,,1.0,,1.0,2.0,3.0,,3.0,,2.0,,2.0,9.0,,,4.0,1.0,,78.0
1,"Suckling, Matt",13,1,11,24,,2.0,,1.0,6.0,3.0,1.0,1.0,,,,4.0,17.0,,,2.0,3.0,,80.0
3,"Wallis, Mitch",7,,14,21,,,,6.0,,6.0,4.0,2.0,,1.0,,11.0,11.0,,,2.0,,,79.0
34,"Williams, Bailey",17,6,4,21,1,,,1.0,8.0,6.0,,3.0,,1.0,,4.0,13.0,1.0,,4.0,1.0,,83.0
2,"Young, Lewis",7,3,3,10,,,,5.0,4.0,,,3.0,,1.0,,5.0,6.0,1.0,,14.0,,,95.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,212,75,201,413,11,15.0,19.0,80.0,44.0,61.0,52.0,56.0,15.0,24.0,5.0,175.0,241.0,13.0,12.0,69.0,13.0,7.0,
Opposition,Opposition,196,60,182,378,10,12.0,65.0,91.0,44.0,59.0,31.0,44.0,24.0,15.0,1.0,164.0,212.0,9.0,6.0,48.0,2.0,5.0,
