Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",28y 341d,236 (131-2-103 55.93%),310 (1.31),44 (7-0-37 15.91%),48 (1.09)
3,"Brennan, Jared",28y 266d,162 (61-3-98 38.58%),94 (0.58),43 (6-0-37 13.95%),19 (0.44)
36,"Broughton, Greg",26y 203d,71 (30-0-41 42.25%),16 (0.23),3 (1-0-2 33.33%),1 (0.33)
12,"Day, Sam",20y 226d,26 (3-0-23 11.54%),15 (0.58),←,
23,"Dixon, Charlie",22y 209d,26 (6-0-20 23.08%),15 (0.58),←,
33,"Hall, Aaron",22y 162d,12 (3-0-9 25.00%),13 (1.08),←,
5,"Harbrow, Jarrod",24y 276d,109 (47-1-61 43.58%),27 (0.25),39 (7-0-32 17.95%),6 (0.15)
7,"Hunt, Karmichael",26y 154d,38 (4-0-34 10.53%),4 (0.11),←,
34,"Hutchins, Jack",21y 59d,9 (2-0-7 22.22%),1 (0.11),←,
32,"Matera, Brandon",21y 40d,33 (6-0-27 18.18%),30 (0.91),←,
17,"May, Steven",21y 100d,21 (3-0-18 14.29%),9 (0.43),←,
29,"Murphy, Tom",27y 32d,98 (56-1-41 57.65%),5 (0.05),3 (1-0-2 33.33%),
1,"OMeara, Jaeger",19y 56d,4 (1-0-3 25.00%),2 (0.50),←,
10,"Prestia, Dion",20y 190d,34 (3-0-31 8.82%),3 (0.09),←,
35,"Rischitelli, Michael",27y 102d,150 (54-3-93 37.00%),64 (0.43),39 (5-0-34 12.82%),17 (0.44)
8,"Russell, Luke",21y 86d,29 (2-0-27 6.90%),14 (0.48),←,
26,"Shaw, Matt",21y 74d,38 (6-0-32 15.79%),14 (0.37),←,
2,"Smith, Zac",23y 57d,40 (5-0-35 12.50%),21 (0.52),←,
24,"Swallow, David",20y 152d,37 (6-0-31 16.22%),19 (0.51),←,
16,"Thompson, Rory",22y 39d,17 (2-0-15 11.76%),5 (0.29),←,
14,"Warnock, Matthew",29y 17d,81 (15-1-65 19.14%),1 (0.01),26 (4-0-22 15.38%),
38,"Wilkinson, Joel",21y 142d,20 (2-0-18 10.00%),1 (0.05),←,
Totals,Totals,23y 185d,1291 (448-11-832 34.70%),683 (0.53),,
C,"McKenna, Guy",43y 344d,48 (7-0-41 14.58%),,←,
