Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
15,"Abraham, Winston",25y 163d,87 (54-0-33 62.07%),134 (1.54),49 (36-0-13 73.47%),79 (1.61)
11,"Archer, Glenn",26y 352d,163 (108-0-55 66.26%),102 (0.63),←,
26,"Bell, Peter",24y 9d,101 (69-0-32 68.32%),99 (0.98),99 (69-0-30 69.70%),97 (0.98)
12,"Blakey, John",33y 230d,300 (161-0-139 53.67%),97 (0.32),165 (109-0-56 66.06%),59 (0.36)
22,"Burton, Matthew",29y 296d,71 (22-0-49 30.99%),33 (0.46),1 (0-0-1 0.00%),1 (1.00)
17,"Calthorpe, David",26y 206d,102 (58-2-42 57.84%),62 (0.61),1 (0-0-1 0.00%),2 (2.00)
16,"Capuano, Mathew",24y 190d,69 (53-0-16 76.81%),19 (0.28),←,
18,"Carey, Wayne",28y 288d,208 (130-0-78 62.50%),569 (2.74),←,
23,"Clayton, Shane",21y 138d,44 (22-0-22 50.00%),13 (0.30),26 (20-0-6 76.92%),12 (0.46)
6,"Grant, Shannon",22y 326d,108 (69-1-38 64.35%),121 (1.12),50 (37-0-13 74.00%),83 (1.66)
29,"Harvey, Brent",21y 301d,65 (46-0-19 70.77%),66 (1.02),←,
21,"Hewitt, Evan",21y 247d,25 (15-0-10 60.00%),17 (0.68),←,
34,"King, David",28y 3d,133 (90-0-43 67.67%),43 (0.32),←,
27,"Lange, Adam",21y 58d,6 (3-0-3 50.00%),3 (0.50),←,
5,"McCartney, Jason",25y 362d,122 (68-0-54 55.74%),51 (0.42),47 (34-0-13 72.34%),3 (0.06)
31,"McKernan, Corey",26y 82d,139 (97-0-42 69.78%),156 (1.12),←,
44,"Motlop, Shannon",21y 205d,8 (7-0-1 87.50%),5 (0.63),←,
39,"Pagan, Ryan",22y 242d,1 (0-0-1 0.00%),,←,
28,"Pickett, Byron",22y 212d,52 (38-0-14 73.08%),,←,
8,"Scott, Robert",31y 9d,245 (150-1-94 61.43%),222 (0.91),113 (75-0-38 66.37%),58 (0.51)
7,"Simpson, Adam",24y 23d,91 (67-0-24 73.63%),35 (0.38),←,
10,"Stevens, Anthony",28y 252d,207 (130-0-77 62.80%),97 (0.47),←,
Totals,Totals,25y 157d,2347 (1457-4-886 62.08%),1944 (0.83),,
C,"Pagan, Denis",52y 168d,171 (114-0-57 66.67%),,←,
