Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
22,"Addison, Dylan",19y 225d,7 (5-0-2 71.43%),1 (0.14),←,
21,"Akermanis, Jason",30y 85d,254 (155-4-95 61.81%),312 (1.23),6 (4-0-2 66.67%),5 (0.83)
5,"Boyd, Matthew",24y 266d,76 (34-0-42 44.74%),22 (0.29),←,
17,"Cooney, Adam",21y 232d,73 (34-0-39 46.58%),78 (1.07),←,
4,"Cross, Daniel",24y 51d,77 (34-1-42 44.81%),14 (0.18),←,
14,"Darcy, Luke",31y 312d,212 (95-4-113 45.75%),176 (0.83),←,
10,"Eagleton, Nathan",28y 191d,201 (91-3-107 46.02%),171 (0.85),145 (65-1-79 45.17%),126 (0.87)
13,"Giansiracusa, Daniel",25y 70d,111 (44-2-65 40.54%),104 (0.94),←,
9,"Gilbee, Lindsay",25y 316d,105 (47-1-57 45.24%),56 (0.53),←,
16,"Griffen, Ryan",20y 297d,49 (27-0-22 55.10%),15 (0.31),←,
8,"Hahn, Mitch",26y 10d,104 (42-1-61 40.87%),68 (0.65),←,
40,"Harbrow, Jarrod",18y 306d,3 (3-0-0 100.00%),,←,
25,"Hargrave, Ryan",25y 298d,102 (43-2-57 43.14%),27 (0.26),←,
19,"Higgins, Shaun",19y 77d,13 (9-0-4 69.23%),17 (1.31),←,
6,"Johnson, Brad",30y 306d,286 (133-5-148 47.38%),425 (1.49),←,
36,"Lake, Brian",25y 82d,83 (34-0-49 40.96%),9 (0.11),←,
23,"McMahon, Jordan",23y 358d,104 (42-2-60 41.35%),37 (0.36),←,
38,"Morris, Dale",24y 142d,49 (29-0-20 59.18%),1 (0.02),←,
1,"Ray, Farren",21y 58d,50 (24-0-26 48.00%),20 (0.40),←,
11,"Street, Peter",26y 348d,68 (29-1-38 43.38%),14 (0.21),51 (22-0-29 43.14%),11 (0.22)
7,"West, Scott",32y 187d,308 (145-4-159 47.73%),103 (0.33),←,
37,"Wight, Cameron",22y 45d,20 (9-0-11 45.00%),1 (0.05),←,
Totals,Totals,24y 360d,2355 (1108-30-1217 47.05%),1671 (0.71),,
C,"Eade, Rodney",49y 46d,206 (111-2-93 54.37%),,54 (30-0-24 55.56%),
