Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",32y 157d,273 (164-0-109 60.07%),138 (0.51),←,
16,"Brown, Leigh",23y 186d,128 (53-1-74 41.80%),48 (0.38),65 (34-1-30 53.08%),28 (0.43)
2,"Colbert, Leigh",30y 82d,208 (119-2-87 57.69%),64 (0.31),103 (57-1-45 55.83%),14 (0.14)
24,"Firrito, Michael",21y 274d,40 (22-0-18 55.00%),9 (0.22),←,
6,"Grant, Shannon",28y 131d,236 (135-2-99 57.63%),272 (1.15),178 (103-1-74 58.15%),234 (1.31)
31,"Hale, David",21y 98d,36 (17-0-19 47.22%),18 (0.50),←,
39,"Harding, Leigh",24y 124d,69 (37-1-31 54.35%),100 (1.45),←,
4,"Harris, Daniel",23y 110d,68 (36-1-31 53.68%),23 (0.34),←,
29,"Harvey, Brent",27y 106d,193 (113-1-79 58.81%),229 (1.19),←,
21,"Jones, Corey",24y 183d,80 (39-0-41 48.75%),94 (1.17),←,
35,"Makepeace, Troy",26y 175d,126 (66-1-59 52.78%),33 (0.26),←,
20,"Petrie, Drew",22y 317d,84 (42-1-41 50.60%),69 (0.82),←,
25,"Picioane, Lance",25y 82d,76 (40-0-36 52.63%),27 (0.36),14 (10-0-4 71.43%),1 (0.07)
30,"Pratt, Daniel",22y 160d,20 (11-0-9 55.00%),1 (0.05),17 (10-0-7 58.82%),
3,"Rawlings, Brady",24y 79d,110 (60-0-50 54.55%),47 (0.43),←,
26,"Rocca, Saverio",31y 281d,247 (115-3-129 47.17%),726 (2.94),91 (45-1-45 50.00%),212 (2.33)
7,"Simpson, Adam",29y 193d,222 (134-1-87 60.59%),68 (0.31),←,
12,"Stevens, Michael",24y 294d,60 (32-0-28 53.33%),19 (0.32),43 (24-0-19 55.81%),16 (0.37)
23,"Thompson, Nathan",27y 195d,141 (68-1-72 48.58%),242 (1.72),22 (13-0-9 59.09%),50 (2.27)
14,"Urch, Callum",21y 38d,5 (2-0-3 40.00%),,←,
36,"Watt, Shannon",24y 275d,90 (47-1-42 52.78%),4 (0.04),←,
8,"Wells, Daniel",20y 206d,61 (33-1-27 54.92%),34 (0.56),←,
Totals,Totals,25y 137d,2573 (1385-17-1171 53.83%),2265 (0.88),,
C,"Laidley, Dani",38y 154d,66 (34-1-31 52.27%),,←,
