Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ainsworth, Ben",10,7,5,15,2,,,5.0,,4.0,,2.0,,,,,14.0,,1.0,,,,84.0
15,"Anderson, Noah",23,5,13,36,,,,2.0,3.0,7.0,11.0,1.0,,,3.0,14.0,19.0,,,1.0,,,84.0
1,"Andrew, Mac",10,8,3,13,,,,,,1.0,,1.0,,,,2.0,11.0,,,5.0,,,84.0
33,"Clohesy, Sam",13,3,9,22,1,1.0,,,2.0,6.0,2.0,,2.0,,,10.0,13.0,,1.0,2.0,1.0,,80.0
25,"Collins, Sam",13,7,3,16,,,,1.0,4.0,1.0,,3.0,2.0,1.0,,5.0,12.0,1.0,,5.0,,,94.0
8,"Fiorini, Brayden",8,2,11,19,,,,1.0,1.0,4.0,3.0,2.0,,1.0,,10.0,9.0,,,,,1.0,85.0
3,"Flanders, Sam",8,4,11,19,,,,5.0,,,3.0,2.0,,1.0,,10.0,9.0,,2.0,1.0,,3.0,82.0
7,"Holman, Nick",1,,6,7,1,,,7.0,,,,2.0,,1.0,,4.0,3.0,,,1.0,,,77.0
19,"Humphrey, Bailey",3,2,8,11,,1.0,,4.0,,,2.0,4.0,,3.0,,6.0,7.0,,1.0,,,,82.0
40,"Jeffrey, Joel",19,9,8,27,1,2.0,,4.0,7.0,2.0,,3.0,,2.0,,7.0,16.0,1.0,1.0,2.0,2.0,,86.0
34,"King, Ben",3,2,1,4,2,1.0,,1.0,,,,1.0,1.0,1.0,,3.0,2.0,1.0,2.0,2.0,,,77.0
22,"Long, Ben",9,7,2,11,3,,,3.0,,3.0,1.0,1.0,,1.0,,2.0,9.0,,3.0,2.0,,,87.0
11,"Miller, Touk",13,6,17,30,1,,,2.0,2.0,8.0,5.0,2.0,2.0,1.0,,8.0,22.0,,1.0,,,1.0,80.0
2,"Noble, John",19,4,8,27,,,,1.0,6.0,3.0,2.0,2.0,,,,4.0,19.0,,,2.0,,1.0,78.0
27,"Powell, Wil",8,4,3,11,,,,3.0,3.0,1.0,,1.0,,,,2.0,6.0,,,5.0,,,87.0
20 ↓,"Read, Ethan",4,2,1,5,,,4.0,2.0,,1.0,,3.0,,2.0,,2.0,3.0,1.0,2.0,2.0,,,45.0
17,"Rioli, Daniel",8,5,9,17,,,,2.0,,3.0,,4.0,,1.0,,1.0,17.0,,,,4.0,1.0,81.0
41 ↑,"Rosas, Malcolm",2,,,2,,,,,,,,1.0,,,,2.0,1.0,,,1.0,,1.0,26.0
18,"Rowell, Matt",13,4,11,24,,,,15.0,1.0,6.0,5.0,3.0,,1.0,,9.0,14.0,,,1.0,,,84.0
24,"Swallow, David",1,1,6,7,,,,4.0,,1.0,,3.0,,2.0,,3.0,4.0,,1.0,1.0,,,76.0
32,"Uwland, Bodhi",14,9,5,19,,,,1.0,4.0,2.0,,1.0,,,,2.0,14.0,1.0,,2.0,1.0,,90.0
4,"Walter, Jed",3,2,6,9,1,1.0,,3.0,,2.0,,2.0,1.0,,,7.0,3.0,,1.0,5.0,,,65.0
28,"Witts, Jarrod",3,2,9,12,,,49.0,6.0,1.0,2.0,6.0,2.0,3.0,2.0,2.0,10.0,3.0,1.0,,4.0,,1.0,86.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,208,95,155,363,12,8.0,53.0,72.0,34.0,57.0,40.0,46.0,11.0,20.0,5.0,123.0,230.0,6.0,16.0,44.0,8.0,9.0,
Opposition,Opposition,225,101,166,391,8,13.0,32.0,72.0,43.0,45.0,38.0,52.0,20.0,11.0,1.0,129.0,259.0,7.0,12.0,51.0,7.0,7.0,
