Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
7,"Ash, Lachie",19y 27d,5 (2-0-3 40.00%),1 (0.20),←,
5,"Caldwell, Jye",19y 294d,5 (0-0-5 0.00%),,←,
18,"Cameron, Jeremy",27y 108d,161 (72-3-86 45.65%),416 (2.58),←,
3,"Coniglio, Stephen",26y 216d,140 (65-1-74 46.79%),80 (0.57),←,
35,"Corr, Aidan",26y 62d,90 (42-3-45 48.33%),2 (0.02),←,
16,"Daniels, Brent",21y 131d,40 (24-0-16 60.00%),15 (0.38),←,
1,"Davis, Phil",29y 323d,173 (85-3-85 50.00%),7 (0.04),155 (74-3-78 48.71%),6 (0.04)
24,"de Boer, Matt",30y 130d,194 (112-4-78 58.76%),75 (0.39),56 (34-3-19 63.39%),27 (0.48)
31,"Finlayson, Jeremy",24y 160d,45 (25-2-18 57.78%),59 (1.31),←,
9,"Hately, Jackson",19y 271d,12 (5-0-7 41.67%),2 (0.17),←,
19,"Haynes, Nick",28y 61d,135 (66-3-66 50.00%),9 (0.07),←,
37,"Hill, Bobby",20y 160d,9 (5-0-4 55.56%),7 (0.78),←,
27,"Himmelberg, Harry",24y 71d,72 (45-1-26 63.19%),85 (1.18),←,
2,"Hopper, Jacob",23y 163d,74 (46-1-27 62.84%),29 (0.39),←,
25,"Keeffe, Lachlan",30y 95d,61 (35-0-26 57.38%),14 (0.23),21 (10-0-11 47.62%),7 (0.33)
22,"Kelly, Josh",25y 157d,124 (70-2-52 57.26%),79 (0.64),←,
17,"Langdon, Zac",24y 248d,27 (14-0-13 51.85%),22 (0.81),←,
41,"Mumford, Shane",34y 13d,196 (127-4-65 65.82%),53 (0.27),96 (58-2-36 61.46%),14 (0.15)
36,"Perryman, Harry",21y 212d,43 (22-1-20 52.33%),13 (0.30),←,
23,"Shaw, Heath",34y 234d,315 (191-5-119 61.43%),39 (0.12),142 (81-3-58 58.10%),2 (0.01)
14,"Taranto, Tim",22y 172d,64 (39-1-24 61.72%),26 (0.41),←,
6,"Whitfield, Lachie",26y,140 (68-3-69 49.64%),61 (0.44),←,
Totals,Totals,25y 167d,2125 (1160-37-928 54.59%),1094 (0.51),,
C,"Cameron, Leon",47y 320d,150 (82-3-65 55.67%),,←,
