Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
10,"Boak, Travis",22y 322d,80 (36-0-44 45.00%),43 (0.54),←,
5,"Broadbent, Matthew",20y 322d,26 (8-0-18 30.77%),7 (0.27),←,
20,"Brogan, Dean",32y 187d,173 (98-1-74 56.94%),50 (0.29),←,
27,"Carlile, Alipate",24y 50d,86 (35-0-51 40.70%),4 (0.05),←,
1,"Cassisi, Domenic",28y 270d,174 (93-1-80 53.74%),69 (0.40),←,
30,"Chaplin, Troy",25y 116d,113 (49-1-63 43.81%),10 (0.09),←,
18,"Cornes, Kane",28y 165d,216 (116-1-99 53.94%),81 (0.38),←,
17,"Gray, Robbie",23y 81d,58 (24-0-34 41.38%),89 (1.53),←,
8,"Hartlett, Hamish",20y 309d,25 (8-0-17 32.00%),12 (0.48),←,
16,"Jacobs, Ben",19y 161d,5 (1-0-4 20.00%),2 (0.40),←,
44,"Logan, Tom",25y 352d,84 (30-0-54 35.71%),22 (0.26),81 (30-0-51 37.04%),22 (0.27)
4,"Motlop, Daniel",29y 95d,127 (50-1-76 39.76%),206 (1.62),80 (30-0-50 37.50%),153 (1.91)
13,"OShea, Cameron",19y 98d,10 (2-0-8 20.00%),3 (0.30),←,
6,"Pearce, Danyle",25y 73d,124 (53-0-71 42.74%),70 (0.56),←,
36,"Pettigrew, Michael",26y 95d,100 (44-0-56 44.00%),25 (0.25),←,
22,"Phillips, Simon",24y 75d,11 (4-0-7 36.36%),6 (0.55),6 (1-0-5 16.67%),4 (0.67)
29,"Pittard, Jasper",20y 79d,11 (2-0-9 18.18%),2 (0.18),←,
28,"Schulz, Jay",26y 62d,94 (34-2-58 37.23%),103 (1.10),23 (10-0-13 43.48%),45 (1.96)
43,"Stewart, Daniel",22y 232d,18 (4-0-14 22.22%),16 (0.89),←,
21,"Thomas, Matt",24y 112d,60 (20-0-40 33.33%),17 (0.28),←,
12,"Trengove, Jackson",20y 229d,31 (9-0-22 29.03%),5 (0.16),←,
39,"Westhoff, Justin",24y 261d,81 (35-0-46 43.21%),109 (1.35),←,
Totals,Totals,24y 120d,1707 (755-7-945 44.23%),951 (0.56),,
C,"Primus, Matthew",36y 158d,19 (7-0-12 36.84%),,←,
