Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Baird, John",5,3,10,15,,,,,4.0,,,3.0,,,,9.0,6.0,1.0,,1.0,1.0,,82.0
16,"Brown, Leigh",4,3,1,5,1,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,6.0,,,1.0,,,73.0
23,"Clayton, Shane",13,5,6,19,,1.0,,,1.0,1.0,,1.0,,1.0,,4.0,14.0,,1.0,1.0,1.0,1.0,81.0
2,"Colbert, Leigh",3,4,8,11,,,,1.0,,2.0,2.0,2.0,,2.0,,4.0,7.0,1.0,,3.0,,,82.0
6,"Grant, Shannon",14,11,8,22,3,2.0,,1.0,2.0,2.0,,3.0,1.0,1.0,,4.0,19.0,,4.0,2.0,,1.0,100.0
39,"Harding, Leigh",6,3,3,9,3,,,1.0,,1.0,,1.0,,1.0,,1.0,8.0,,2.0,,1.0,1.0,93.0
29,"Harvey, Brent",11,1,4,15,3,,,1.0,3.0,2.0,3.0,,2.0,,,7.0,7.0,,,,1.0,,85.0
21,"Jones, Corey",12,7,7,19,,1.0,,3.0,,6.0,3.0,3.0,1.0,2.0,,9.0,11.0,,2.0,2.0,,,83.0
34,"King, David",14,6,5,19,1,1.0,2.0,1.0,1.0,7.0,2.0,1.0,1.0,,,6.0,11.0,1.0,2.0,2.0,,1.0,89.0
35,"Makepeace, Troy",9,4,5,14,,,,,6.0,,,1.0,,,,2.0,9.0,1.0,,2.0,1.0,,100.0
32,"Morrell, Digby",6,1,2,8,2,1.0,,4.0,,1.0,,1.0,2.0,,,5.0,3.0,1.0,1.0,1.0,,,69.0
44,"Motlop, Shannon",9,5,6,15,2,,,1.0,,5.0,4.0,3.0,,1.0,,5.0,11.0,,,2.0,4.0,,82.0
20,"Petrie, Drew",3,1,1,4,1,,6.0,1.0,,2.0,1.0,4.0,1.0,,,2.0,3.0,,,2.0,,,76.0
17,"Porter, Mark",6,,1,7,,,10.0,2.0,,1.0,1.0,1.0,2.0,,,5.0,2.0,,,2.0,,1.0,56.0
3,"Rawlings, Brady",11,4,5,16,,,,1.0,4.0,,,,,,,3.0,13.0,,,2.0,,,93.0
30,"Robbins, Ben",7,3,9,16,,,,2.0,2.0,1.0,3.0,1.0,,,,8.0,8.0,,1.0,2.0,,1.0,50.0
26,"Rocca, Saverio",5,5,,5,1,,1.0,,,2.0,,3.0,,2.0,,,5.0,,3.0,,,2.0,60.0
7,"Simpson, Adam",18,8,8,26,1,,,,4.0,5.0,1.0,1.0,,1.0,,8.0,18.0,1.0,,7.0,1.0,2.0,100.0
9,"Sinclair, Jess",13,5,9,22,,,,1.0,3.0,2.0,,2.0,1.0,1.0,,6.0,15.0,1.0,,6.0,,,100.0
10,"Stevens, Anthony",11,6,10,21,,,,3.0,2.0,2.0,2.0,1.0,,,,10.0,11.0,,1.0,4.0,4.0,2.0,74.0
36,"Watt, Shannon",8,4,3,11,,,,1.0,1.0,,,,1.0,,,6.0,5.0,2.0,,2.0,,,100.0
8,"Wells, Daniel",10,5,3,13,1,1.0,,4.0,,,1.0,2.0,1.0,1.0,,4.0,7.0,1.0,1.0,1.0,2.0,,73.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,198,94,114,312,19,8.0,20.0,31.0,34.0,43.0,24.0,35.0,14.0,15.0,,109.0,199.0,10.0,18.0,45.0,16.0,12.0,
Opposition,Opposition,199,79,110,309,25,17.0,40.0,43.0,21.0,63.0,44.0,36.0,15.0,14.0,6.0,147.0,168.0,17.0,25.0,42.0,16.0,17.0,
