Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
54,"Bizzotto, Frank",7,3,4,11,,,,1.0,,,,,,2.0,,,,,,,,,
18,"Blakey, John",6,5,15,21,,,,,,,,,2.0,1.0,,,,,,,,,
41,"Bourke, Peter",21,1,2,23,,,,2.0,,,,,3.0,2.0,,,,,,,,,
40,"Bunn, Mark",18,2,4,22,,,,,,,,,2.0,1.0,,,,,,,,,
16,"Cormack, Joe",6,3,8,14,,1.0,,1.0,,,,,,,,,,,,,,,
2,"Dundas, Matthew",7,1,10,17,1,,,1.0,,,,,,1.0,,,,,,,,,
54,"Elliott, Jamie",10,4,7,17,,,,,,,,,2.0,,,,,,,,,,
49,"Harding, Dean",2,,,2,1,,,,,,,,,,,,,,,,,,
11,"Lynch, Alastair",8,4,5,13,,,,1.0,,,,,3.0,1.0,,,,,,,,,
29,"Lyon, Ross",5,3,6,11,,,,,,,,,1.0,1.0,,,,,,,,,
5,"McCormack, Brendan",21,2,6,27,1,1.0,,,,,,,2.0,4.0,,,,,,,,,
25,"OConnell, David",8,4,4,12,,,11.0,,,,,,3.0,,,,,,,,,,
44,"Osborne, Richard",10,3,5,15,1,1.0,,1.0,,,,,,3.0,,,,,,,,,
9,"Rendell, Matthew",9,8,6,15,,,8.0,1.0,,,,,2.0,,,,,,,,,,
1,"Roos, Paul",16,9,6,22,4,3.0,,,,,,,1.0,,1.0,,,,,,,,
33,"Stephens, Brett",16,6,8,24,,1.0,,2.0,,,,,2.0,1.0,,,,,,,,,
13,"Stevenson, Shayne",13,3,3,16,1,1.0,,,,,,,,,,,,,,,,,
31,"Strooper, David",8,5,8,16,,3.0,,,,,,,3.0,,,,,,,,,,
12,"Wheildon, Darren",11,5,,11,3,3.0,,1.0,,,,,,1.0,,,,,,,,,
8,"Wynd, Jim",13,4,4,17,,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,215,75,111,326,12,17.0,19.0,12.0,,,,,27.0,20.0,1.0,,,,,,,,
Opposition,Opposition,211,80,91,302,16,17.0,7.0,24.0,,,,,20.0,27.0,5.0,,,,,,,,
