Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
10,"Bateman, Chance",23y 341d,52 (21-0-31 40.38%),18 (0.35),←,
17,"Brennan, Luke",20y 86d,7 (3-0-4 42.86%),4 (0.57),←,
30,"Brown, Campbell",21y 273d,50 (17-0-33 34.00%),27 (0.54),←,
25,"Clarke, Tim",23y 56d,56 (25-0-31 44.64%),18 (0.32),←,
9,"Crawford, Shane",30y 261d,242 (118-2-122 49.17%),191 (0.79),←,
24,"Croad, Trent",25y 80d,153 (71-1-81 46.73%),147 (0.96),115 (51-1-63 44.78%),87 (0.76)
19,"Dixon, Ben",27y 348d,151 (76-1-74 50.66%),203 (1.34),←,
1,"Everitt, Peter",31y 25d,226 (87-2-137 38.94%),354 (1.57),46 (14-0-32 30.43%),54 (1.17)
38,"Franklin, Lance",18y 118d,10 (3-0-7 30.00%),10 (1.00),←,
3,"Hay, Jonathan",25y 288d,138 (63-1-74 46.01%),12 (0.09),←,
15,"Hodge, Luke",20y 347d,55 (23-0-32 41.82%),38 (0.69),←,
8,"Jacobs, Danny",24y 337d,101 (58-1-42 57.92%),27 (0.27),20 (4-0-16 20.00%),4 (0.20)
18,"Ladson, Rick",21y 99d,22 (7-0-15 31.82%),13 (0.59),←,
40,"Lewis, Jordan",19y 34d,8 (3-0-5 37.50%),1 (0.13),←,
5,"Mitchell, Sam",22y 228d,59 (24-0-35 40.68%),12 (0.20),←,
7,"Osborne, Michael",22y 303d,47 (15-0-32 31.91%),9 (0.19),←,
16,"Ries, Nick",22y 318d,65 (27-0-38 41.54%),16 (0.25),←,
35,"Roughead, Jarryd",18y 125d,6 (3-0-3 50.00%),5 (0.83),←,
11,"Smith, Joel",28y 25d,173 (80-1-92 46.53%),84 (0.49),115 (51-1-63 44.78%),33 (0.29)
43,"Taylor, Simon",22y 283d,8 (3-0-5 37.50%),2 (0.25),←,
21,"Vandenberg, Richard",28y 134d,109 (48-1-60 44.50%),49 (0.45),←,
6,"Williams, Mark",22y 45d,43 (13-0-30 30.23%),86 (2.00),←,
Totals,Totals,23y 272d,1781 (788-10-983 44.24%),1326 (0.74),,
C,"Clarkson, Alastair",37y 31d,10 (3-0-7 30.00%),,←,
