Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
22,"Bentley, Greg",6,3,6,12,,,2.0,2.0,1.0,,,,,,,1.0,11.0,,,1.0,,,76.0
10,"Boak, Travis",10,6,11,21,,,,8.0,1.0,,,2.0,1.0,1.0,,5.0,15.0,,,2.0,1.0,,78.0
20,"Brogan, Dean",8,5,9,17,1,1.0,11.0,3.0,1.0,4.0,,1.0,1.0,,,8.0,10.0,,,7.0,,1.0,83.0
8,"Burgoyne, Shaun",11,2,6,17,1,,1.0,6.0,,2.0,,3.0,4.0,,,8.0,10.0,,,1.0,4.0,1.0,82.0
27,"Carlile, Alipate",6,3,3,9,,,,,,8.0,3.0,2.0,1.0,,,1.0,8.0,,,3.0,,,91.0
25,"Cassisi, Domenic",14,2,14,28,2,,1.0,6.0,1.0,2.0,4.0,5.0,2.0,3.0,,13.0,18.0,,,1.0,1.0,1.0,88.0
30,"Chaplin, Troy",3,4,7,10,,,,,,4.0,4.0,2.0,,2.0,,2.0,8.0,,,3.0,,,76.0
18,"Cornes, Kane",11,4,28,39,,,1.0,6.0,1.0,2.0,4.0,4.0,2.0,,,17.0,23.0,,,3.0,4.0,1.0,92.0
37,"Deluca, Fabian",2,,1,3,,,15.0,1.0,,1.0,,3.0,1.0,2.0,,2.0,1.0,,,1.0,,,64.0
33,"Ebert, Brett",9,5,2,11,,1.0,,1.0,2.0,2.0,1.0,,1.0,,,7.0,4.0,1.0,1.0,2.0,,1.0,91.0
44,"Logan, Tom",9,6,13,22,,,,2.0,1.0,2.0,2.0,4.0,,,,9.0,13.0,1.0,,1.0,,1.0,77.0
12,"Lonie, Nathan",8,4,6,14,,,,3.0,,1.0,,1.0,,1.0,,2.0,12.0,,,2.0,2.0,2.0,70.0
26,"Lower, Nick",4,,6,10,,,,6.0,3.0,2.0,6.0,3.0,2.0,2.0,,4.0,6.0,,,2.0,2.0,,85.0
4,"Motlop, Daniel",10,7,2,12,2,,,2.0,3.0,2.0,1.0,1.0,1.0,1.0,,3.0,8.0,2.0,3.0,3.0,,,88.0
16,"Pearce, Danyle",16,3,9,25,1,,,4.0,2.0,2.0,1.0,1.0,1.0,,,10.0,16.0,,,3.0,2.0,2.0,81.0
36,"Pettigrew, Michael",8,7,11,19,,,,1.0,3.0,,2.0,2.0,1.0,1.0,,6.0,14.0,2.0,,4.0,2.0,,92.0
15,"Rodan, David",9,2,9,18,,,,4.0,,5.0,1.0,1.0,2.0,3.0,,8.0,11.0,,1.0,,2.0,,78.0
3,"Salopek, Steven",12,5,11,23,,,,,2.0,6.0,2.0,2.0,,,,3.0,20.0,1.0,,2.0,,,62.0
9,"Surjan, Jacob",7,5,9,16,,1.0,,3.0,,3.0,,3.0,,2.0,,5.0,11.0,1.0,,1.0,1.0,,84.0
28,"Thurstans, Toby",6,3,7,13,,,,1.0,2.0,,,2.0,,1.0,,4.0,7.0,,,4.0,,,92.0
1,"Tredrea, Warren",9,6,2,11,4,1.0,,2.0,4.0,1.0,2.0,1.0,,1.0,1.0,7.0,4.0,3.0,3.0,1.0,,,83.0
39,"Westhoff, Justin",8,7,3,11,4,1.0,,2.0,,4.0,,3.0,,1.0,,5.0,6.0,3.0,5.0,,,2.0,88.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,6.0,,,,,,,,,,,,,,,,,
Totals,Totals,186,89,175,361,15,11.0,31.0,63.0,27.0,53.0,33.0,46.0,20.0,21.0,1.0,130.0,236.0,14.0,13.0,47.0,21.0,12.0,
Opposition,Opposition,194,89,168,362,20,9.0,46.0,57.0,30.0,51.0,43.0,49.0,21.0,20.0,5.0,136.0,234.0,7.0,13.0,47.0,26.0,11.0,
