Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
31,"Andrews, Harris",19y 226d,31 (6-0-25 19.35%),6 (0.19),←,
4,"Bastinac, Ryan",25y 32d,138 (69-0-69 50.00%),72 (0.52),17 (2-0-15 11.76%),6 (0.35)
8,"Bewick, Rohan",26y 288d,92 (29-0-63 31.52%),64 (0.70),←,
26,"Cutler, Tom",21y 155d,29 (7-0-22 24.14%),10 (0.34),←,
24,"Dawson, Liam",20y 183d,14 (4-0-10 28.57%),3 (0.21),←,
27,"Gardiner, Darcy",20y 306d,39 (10-0-29 25.64%),3 (0.08),←,
6,"Green, Josh",23y 335d,79 (29-0-50 36.71%),106 (1.34),←,
40,"Hammelmann, Matthew",20y 138d,4 (1-0-3 25.00%),,←,
11,"Hanley, Pearce",27y 252d,124 (37-0-87 29.84%),56 (0.45),←,
30,"Hipwood, Eric",18y 315d,5 (1-0-4 20.00%),10 (2.00),←,
1,"Keays, Ben",19y 152d,11 (1-0-10 9.09%),3 (0.27),←,
12,"Martin, Stefan",29y 250d,111 (26-1-84 23.87%),38 (0.34),54 (12-0-42 22.22%),15 (0.28)
36,"Mathieson, Rhys",19y 196d,6 (1-0-5 16.67%),3 (0.50),←,
32,"Mayes, Sam",22y 65d,69 (21-0-48 30.43%),26 (0.38),←,
21,"Merrett, Daniel",31y 225d,195 (78-3-114 40.77%),69 (0.35),←,
10,"Rich, Daniel",26y 47d,138 (46-1-91 33.70%),88 (0.64),←,
5,"Robinson, Mitch",27y 47d,137 (57-1-79 41.97%),69 (0.50),37 (6-0-31 16.22%),11 (0.30)
38,"Rockliff, Tom",26y 153d,129 (40-0-89 31.01%),64 (0.50),←,
23,"Schache, Josh",18y 338d,16 (2-0-14 12.50%),16 (1.00),←,
14,"Walker, Josh",23y 255d,44 (21-1-22 48.86%),51 (1.16),11 (2-0-9 18.18%),16 (1.45)
47,"William, Reuben",18y 206d,3 (1-0-2 33.33%),,←,
15,"Zorko, Dayne",27y 166d,96 (31-0-65 32.29%),95 (0.99),←,
Totals,Totals,23y 164d,1510 (518-7-985 34.30%),852 (0.56),,
C,"Leppitsch, Justin",40y 297d,61 (13-0-48 21.31%),,←,
