Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
15,"Abraham, Winston",24y 298d,80 (48-0-32 60.00%),124 (1.55),42 (30-0-12 71.43%),69 (1.64)
14,"Anderson, Brady",24y 42d,20 (13-0-7 65.00%),1 (0.05),←,
11,"Archer, Glenn",26y 122d,154 (100-0-54 64.94%),99 (0.64),←,
26,"Bell, Peter",23y 145d,92 (61-0-31 66.30%),86 (0.93),90 (61-0-29 67.78%),84 (0.93)
12,"Blakey, John",33y,291 (153-0-138 52.58%),94 (0.32),156 (101-0-55 64.74%),56 (0.36)
16,"Capuano, Mathew",23y 325d,60 (45-0-15 75.00%),17 (0.28),←,
18,"Carey, Wayne",28y 58d,199 (122-0-77 61.31%),538 (2.70),←,
23,"Clayton, Shane",20y 273d,35 (14-0-21 40.00%),9 (0.26),17 (12-0-5 70.59%),8 (0.47)
3,"Dhurrkay, Gary",25y 142d,65 (29-0-36 44.62%),61 (0.94),14 (9-0-5 64.29%),15 (1.07)
6,"Grant, Shannon",22y 96d,100 (62-1-37 62.50%),105 (1.05),42 (30-0-12 71.43%),67 (1.60)
29,"Harvey, Brent",21y 71d,58 (40-0-18 68.97%),59 (1.02),←,
34,"King, David",27y 139d,124 (82-0-42 66.13%),39 (0.31),←,
27,"Lange, Adam",20y 193d,4 (2-0-2 50.00%),2 (0.50),←,
35,"Longmire, John",28y 205d,197 (101-1-95 51.52%),511 (2.59),←,
5,"McCartney, Jason",25y 132d,114 (61-0-53 53.51%),50 (0.44),39 (27-0-12 69.23%),2 (0.05)
31,"McKernan, Corey",25y 217d,131 (90-0-41 68.70%),143 (1.09),←,
28,"Pickett, Byron",21y 347d,43 (30-0-13 69.77%),,←,
39,"Rawlings, Brady",18y 44d,11 (9-0-2 81.82%),3 (0.27),←,
8,"Scott, Robert",30y 145d,241 (147-1-93 61.20%),221 (0.92),109 (72-0-37 66.06%),57 (0.52)
24,"Sholl, Craig",31y 206d,215 (128-0-87 59.53%),142 (0.66),←,
7,"Simpson, Adam",23y 158d,82 (59-0-23 71.95%),35 (0.43),←,
10,"Stevens, Anthony",28y 22d,198 (122-0-76 61.62%),93 (0.47),←,
Totals,Totals,25y 71d,2514 (1518-3-993 60.38%),2432 (0.97),,
C,"Pagan, Denis",51y 303d,162 (106-0-56 65.43%),,←,
