Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",16,5,8,24,1,,,4.0,,,,,3.0,2.0,,,,,,,,,
25,"Bews, Andrew",9,2,6,15,,,,3.0,,,,,,,,,,,,,,,
1,"Champion, Richard",8,2,2,10,,,,5.0,,,,,1.0,,1.0,,,,,,,,
16,"Clarke, Matthew",5,4,8,13,,,22.0,,,,,,2.0,1.0,,,,,,,,,
12,"Clarke, Troy",7,5,8,15,,,,4.0,,,,,1.0,,,,,,,,,,
6,"Fletcher, Adrian",16,1,11,27,,1.0,,1.0,,,,,3.0,1.0,,,,,,,,,
8,"Gowers, Andrew",8,5,5,13,,,,3.0,,,,,1.0,1.0,,,,,,,,,
32,"Hart, Shaun",17,6,5,22,,1.0,,3.0,,,,,2.0,2.0,,,,,,,,,
41,"Kennedy, Matthew",14,4,3,17,,1.0,,2.0,,,,,2.0,,,,,,,,,,
44,"Lappin, Nigel",13,2,6,19,,1.0,,1.0,,,,,1.0,,,,,,,,,,
34,"Lawrence, Steven",4,1,5,9,,,,2.0,,,,,1.0,,,,,,,,,,
23,"Leppitsch, Justin",2,,5,7,,,,1.0,,,,,,1.0,,,,,,,,,
2,"McAdam, Gilbert",4,2,1,5,,,,2.0,,,,,2.0,1.0,,,,,,,,,
7,"McIvor, Scott",13,7,2,15,6,4.0,,,,,,,2.0,,,,,,,,,,
19,"McLean, Michael",12,1,6,18,,,,3.0,,,,,,,,,,,,,,,
4,"McRae, Craig",12,2,5,17,1,3.0,,2.0,,,,,2.0,2.0,,,,,,,,,
24,"Merrett, Roger",4,2,,4,3,,1.0,2.0,,,,,,2.0,,,,,,,,,
38,"Scott, Dion",2,2,1,3,2,,2.0,2.0,,,,,,,,,,,,,,,
9,"Starcevich, Craig",9,7,3,12,,2.0,,,,,,,1.0,,,,,,,,,,
3,"Voss, Michael",8,2,10,18,1,,,,,,,,1.0,,,,,,,,,,
33,"White, Darryl",6,4,8,14,1,,,1.0,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,189,66,108,297,15,14.0,25.0,41.0,,,,,25.0,14.0,1.0,,,,,,,,
Opposition,Opposition,189,65,127,316,14,15.0,24.0,24.0,,,,,14.0,25.0,5.0,,,,,,,,
