Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
19,"Bennett, Darren",13,8,1,14,1,6.0,5.0,,,,,,,1.0,,,,,,,,,
24,"Beveridge, Luke",7,2,3,10,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
30,"Bryce, Paul",14,4,3,17,,,,,,,,,,,,,,,,,,,
23,"Dyson, Kevin",17,3,9,26,,1.0,,1.0,,,,,,2.0,,,,,,,,,
25,"Eishold, Simon",8,2,4,12,,,,3.0,,,,,3.0,2.0,,,,,,,,,
21,"Febey, Steven",9,1,3,12,,,,5.0,,,,,1.0,1.0,,,,,,,,,
42,"Francis, Fabian",7,1,1,8,,1.0,,2.0,,,,,1.0,3.0,,,,,,,,,
38,"Heaver, Brent",7,2,5,12,1,,,,,,,,2.0,,,,,,,,,,
28,"Howat, John",5,,3,8,,,,,,,,,2.0,,,,,,,,,,
13,"Jakovich, Allen",17,10,1,18,6,7.0,,,,,,,1.0,1.0,1.0,,,,,,,,
17,"Lovett, Brett",14,7,6,20,1,,,,,,,,,,,,,,,,,,
29,"Obst, Andrew",11,3,4,15,,,,1.0,,,,,,,,,,,,,,,
41,"Rohde, Peter",7,2,2,9,,,,1.0,,,,,1.0,1.0,,,,,,,,,
5,"Spalding, Earl",9,4,,9,1,1.0,1.0,1.0,,,,,,2.0,,,,,,,,,
18,"Stretch, Steven",12,3,2,14,1,,,8.0,,,,,,1.0,,,,,,,,,
11,"Stynes, Jim",15,7,13,28,1,,10.0,,,,,,2.0,2.0,3.0,,,,,,,,
15,"Tingay, Stephen",11,4,5,16,,,,,,,,,,3.0,,,,,,,,,
26,"Viney, Jay",15,1,2,17,,,,1.0,,,,,3.0,1.0,,,,,,,,,
12,"Viney, Todd",16,3,13,29,,,,6.0,,,,,,2.0,,,,,,,,,
8,"Yeats, Graeme",9,1,3,12,,,,4.0,,,,,3.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,223,68,83,306,12,20.0,16.0,34.0,,,,,20.0,24.0,4.0,,,,,,,,
Opposition,Opposition,204,55,135,339,7,13.0,4.0,22.0,,,,,24.0,20.0,2.0,,,,,,,,
