Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
33,"Barlow, Kris",4,2,1,5,1,,,,,1.0,,,1.0,,,4.0,2.0,1.0,1.0,,,,
10,"Bateman, Chance",9,1,,9,,,,2.0,2.0,3.0,,2.0,,,,,9.0,,,1.0,,,
32,"Brown, Campbell",11,5,9,20,3,,,1.0,,5.0,,1.0,1.0,1.0,,10.0,10.0,2.0,2.0,2.0,1.0,,
17,"Chick, Daniel",6,2,4,10,,2.0,1.0,3.0,,3.0,1.0,2.0,,2.0,,5.0,5.0,,1.0,5.0,3.0,,
24,"Cox, Simon",13,5,5,18,1,1.0,1.0,4.0,3.0,3.0,,3.0,1.0,1.0,,4.0,14.0,,1.0,6.0,,,
9,"Crawford, Shane",18,6,12,30,1,,,7.0,4.0,8.0,6.0,4.0,5.0,1.0,3.0,10.0,18.0,1.0,,3.0,4.0,,
34,"Graham, Mark",11,8,6,17,,,4.0,4.0,2.0,1.0,1.0,3.0,1.0,1.0,,5.0,12.0,,,5.0,,,
29,"Greene, Steven",7,2,3,10,,,,2.0,1.0,4.0,2.0,1.0,3.0,,,5.0,6.0,,,2.0,,,
3,"Hay, Jonathan",8,3,8,16,,,,5.0,5.0,,1.0,4.0,,,,4.0,10.0,1.0,,6.0,,,
15,"Hodge, Luke",13,2,3,16,2,2.0,1.0,4.0,1.0,4.0,2.0,5.0,2.0,1.0,,7.0,10.0,1.0,,1.0,,,
2,"Holland, Nick",3,7,5,8,,1.0,,2.0,,2.0,,2.0,1.0,1.0,,1.0,7.0,,1.0,4.0,,,
37,"Lekkas, Angelo",3,1,7,10,,,,3.0,1.0,3.0,3.0,1.0,,1.0,,6.0,2.0,,,1.0,,,
26,"Loats, David",4,4,2,6,,,14.0,2.0,,2.0,1.0,,1.0,,,4.0,3.0,1.0,,1.0,,,
12,"Lonie, Nathan",13,4,2,15,1,1.0,,6.0,4.0,4.0,3.0,3.0,,,,7.0,9.0,,1.0,7.0,4.0,,
7,"McCabe, Luke",12,6,9,21,,,,1.0,2.0,1.0,,3.0,,1.0,,4.0,17.0,,,3.0,2.0,,
28,"Mitchell, Sam",13,4,9,22,,1.0,,5.0,2.0,3.0,5.0,4.0,2.0,2.0,1.0,6.0,17.0,,1.0,2.0,,,
20,"Rawlings, Jade",10,5,3,13,,,,2.0,4.0,,,3.0,2.0,,,6.0,6.0,1.0,,,,,
52,"Rehn, Shaun",4,1,3,7,,,15.0,1.0,2.0,,2.0,1.0,1.0,1.0,,3.0,4.0,1.0,,2.0,,,
16,"Ries, Nick",1,,5,6,,,,2.0,,,2.0,,,,,5.0,1.0,,,,,,
4,"Tallis, Rayden",5,1,9,14,,,,5.0,2.0,,,1.0,2.0,1.0,,9.0,7.0,,,4.0,,,
23,"Thompson, Nathan",6,3,1,7,,,6.0,2.0,,1.0,,4.0,,3.0,,1.0,5.0,,1.0,1.0,,,
21,"Vandenberg, Richard",11,3,6,17,2,,,2.0,2.0,6.0,2.0,4.0,,2.0,,2.0,13.0,,,1.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,185,75,112,297,11,9.0,42.0,65.0,37.0,54.0,31.0,51.0,23.0,19.0,4.0,108.0,187.0,9.0,9.0,57.0,14.0,,
Opposition,Opposition,199,83,93,292,8,9.0,24.0,52.0,41.0,47.0,41.0,51.0,19.0,23.0,2.0,121.0,170.0,6.0,13.0,58.0,6.0,,
