Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
12,"Akermanis, Jason",21y 144d,69 (35-3-31 52.90%),73 (1.06),31 (12-2-17 41.94%),29 (0.94)
10,"Ashcroft, Marcus",26y 296d,191 (67-4-120 36.13%),105 (0.55),39 (14-2-23 38.46%),21 (0.54)
34,"Bamford, Scott",24y 25d,40 (6-2-32 17.50%),17 (0.43),18 (5-2-11 33.33%),11 (0.61)
17,"Bartlett, Trent",21y 234d,31 (15-2-14 51.61%),5 (0.16),9 (2-1-6 27.78%),4 (0.44)
36,"Bradshaw, Daniel",19y 239d,30 (13-1-16 45.00%),47 (1.57),27 (10-1-16 38.89%),47 (1.74)
1,"Champion, Richard",30y 95d,150 (57-3-90 39.00%),56 (0.37),31 (13-1-17 43.55%),19 (0.61)
16,"Clarke, Matthew",24y 303d,103 (47-2-54 46.60%),15 (0.15),34 (11-1-22 33.82%),9 (0.26)
40,"Clayton, Shane",19y 267d,17 (2-0-15 11.76%),1 (0.06),4 (1-0-3 25.00%),
14,"Dickfos, Danny",27y 291d,58 (30-3-25 54.31%),,36 (14-2-20 41.67%),
32,"Hart, Shaun",27y 62d,135 (50-2-83 37.78%),102 (0.76),33 (13-1-19 40.91%),21 (0.64)
19,"Hilton, Rory",19y 94d,8 (3-0-5 37.50%),1 (0.13),←,
2,"Johnson, Chris",22y 49d,90 (16-2-72 18.89%),97 (1.08),31 (9-2-20 32.26%),30 (0.97)
41,"Kennedy, Matthew",28y 164d,141 (48-2-91 34.75%),26 (0.18),28 (9-1-18 33.93%),1 (0.04)
44,"Lappin, Nigel",22y 27d,96 (46-3-47 49.48%),61 (0.64),35 (14-2-19 42.86%),21 (0.60)
15,"Lawrence, Steven",22y 60d,36 (13-2-21 38.89%),20 (0.56),23 (7-2-14 34.78%),19 (0.83)
23,"Leppitsch, Justin",22y 290d,78 (35-3-40 46.79%),133 (1.71),34 (13-2-19 41.18%),75 (2.21)
4,"McRae, Craig",24y 299d,68 (34-2-32 51.47%),86 (1.26),29 (13-2-14 48.28%),30 (1.03)
28,"Robbins, Ben",21y 203d,25 (8-2-15 36.00%),5 (0.20),20 (5-2-13 30.00%),4 (0.20)
5,"Scott, Brad",22y 76d,36 (12-1-23 34.72%),10 (0.28),14 (4-1-9 32.14%),4 (0.29)
22,"Scott, Chris",22y 76d,75 (35-2-38 48.00%),37 (0.49),20 (8-1-11 42.50%),14 (0.70)
35,"Trask, Nick",20y 162d,11 (4-0-7 36.36%),3 (0.27),←,
33,"White, Darryl",25y 36d,125 (52-4-69 43.20%),122 (0.98),35 (13-2-20 40.00%),16 (0.46)
Totals,Totals,23y 175d,1613 (628-45-940 38.93%),1022 (0.63),,
C,"Merrett, Roger",38y 90d,5 (2-1-2 50.00%),,←,
