Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
12,"Bedford, Toby",21y 303d,4 (2-0-2 50.00%),,←,
17,"Bowey, Jake",19y 195d,9 (9-0-0 100.00%),1 (0.11),←,
10,"Brayshaw, Angus",26y 76d,121 (64-1-56 53.31%),45 (0.37),←,
50,"Brown, Ben",29y 126d,145 (79-1-65 54.83%),317 (2.19),15 (13-1-1 90.00%),30 (2.00)
31,"Fritsch, Bayley",25y 110d,87 (50-1-36 58.05%),121 (1.39),←,
11,"Gawn, Max",30y 86d,161 (75-1-85 46.89%),77 (0.48),←,
4,"Harmes, James",26y 172d,124 (64-0-60 51.61%),67 (0.54),←,
29,"Hunt, Jayden",26y 357d,96 (49-1-46 51.56%),43 (0.45),←,
6,"Jackson, Luke",20y 178d,32 (25-1-6 79.69%),22 (0.69),←,
23,"Jordon, James",21y 96d,27 (22-1-4 83.33%),6 (0.22),←,
15,"Langdon, Ed",26y 53d,111 (55-1-55 50.00%),49 (0.44),43 (30-1-12 70.93%),16 (0.37)
1,"May, Steven",30y 75d,173 (69-2-102 40.46%),23 (0.13),50 (31-1-18 63.00%),2 (0.04)
25,"McDonald, Tom",29y 189d,195 (83-1-111 42.82%),143 (0.73),←,
30,"Neal-Bullen, Alex",26y 76d,107 (61-1-45 57.48%),79 (0.74),←,
13,"Oliver, Clayton",24y 247d,126 (71-1-54 56.75%),41 (0.33),←,
5,"Petracca, Christian",26y 81d,129 (70-1-58 54.65%),125 (0.97),←,
36,"Pickett, Kysaiah",20y 297d,41 (29-1-11 71.95%),50 (1.22),←,
24,"Rivers, Trent",20y 239d,35 (26-1-8 75.71%),3 (0.09),←,
44,"Smith, Joel",26y 29d,23 (13-0-10 56.52%),1 (0.04),←,
9,"Spargo, Charlie",22y 121d,61 (42-1-18 69.67%),42 (0.69),←,
32,"Sparrow, Tom",21y 299d,30 (21-1-8 71.67%),10 (0.33),←,
20,"Tomlinson, Adam",28y 228d,162 (77-3-82 48.46%),35 (0.22),22 (16-0-6 72.73%),
7,"Viney, Jack",27y 347d,152 (62-1-89 41.12%),42 (0.28),←,
Totals,Totals,25y 62d,2151 (1118-22-1011 51.98%),1342 (0.62),,
C,"Goodwin, Simon",45y 90d,114 (64-1-49 56.58%),,113 (64-1-48 57.08%),
