Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Brown, Gavin",8,3,6,14,,,,3.0,,,,,2.0,1.0,,,,,,,,,
35,"Daicos, Peter",7,2,2,9,2,,,1.0,,,,,1.0,,,,,,,,,,
2,"Francis, Tony",12,1,5,17,,,,2.0,,,,,5.0,4.0,,,,,,,,,
47,"Fraser, Mark",11,3,4,15,1,,,2.0,,,,,2.0,,,,,,,,,,
3,"Gayfer, Michael",6,4,10,16,,,,4.0,,,,,1.0,,,,,,,,,,
12,"McCartney, Jason",6,2,7,13,,,,,,,,,2.0,1.0,,,,,,,,,
34,"McGuane, Mick",23,9,4,27,2,,,2.0,,,,,,2.0,1.0,,,,,,,,
5,"McKeown, Ron",7,3,3,10,4,1.0,,,,,,,,2.0,,,,,,,,,
33,"McMullin, Ian",7,2,5,12,1,4.0,,1.0,,,,,2.0,,,,,,,,,,
1,"Monkhorst, Damian",15,4,13,28,1,,8.0,3.0,,,,,8.0,4.0,,,,,,,,,
4,"Pert, Gary",20,5,3,23,,,1.0,2.0,,,,,2.0,5.0,2.0,,,,,,,,
13,"Richardson, Alan",12,4,7,19,,,,5.0,,,,,1.0,3.0,,,,,,,,,
36,"Rocca, Saverio",1,,,1,,1.0,1.0,,,,,,,1.0,,,,,,,,,
32,"Rowe, Brad",8,2,4,12,1,2.0,,2.0,,,,,1.0,2.0,,,,,,,,,
29,"Russell, Scott",15,3,5,20,1,1.0,,2.0,,,,,3.0,2.0,,,,,,,,,
22,"Shaw, Tony",21,3,11,32,1,,,1.0,,,,,3.0,2.0,,,,,,,,,
27,"Starcevich, Craig",9,8,7,16,1,,,2.0,,,,,2.0,4.0,,,,,,,,,
24,"Turner, Jamie",12,2,8,20,,1.0,,1.0,,,,,,1.0,,,,,,,,,
10,"Williams, Paul",1,,1,2,,,,2.0,,,,,,1.0,,,,,,,,,
19,"Wright, Graham",9,1,3,12,,,,3.0,,,,,3.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,210,61,108,318,15,12.0,10.0,38.0,,,,,38.0,36.0,3.0,,,,,,,,
Opposition,Opposition,197,52,81,278,12,14.0,17.0,30.0,,,,,36.0,38.0,3.0,,,,,,,,
