Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
24,"Bews, Jed",23y 199d,39 (21-2-16 56.41%),2 (0.05),←,
23,"Black, Aaron",26y 214d,54 (30-1-23 56.48%),69 (1.28),4 (1-1-2 37.50%),5 (1.25)
46,"Blicavs, Mark",26y 95d,103 (70-2-31 68.93%),30 (0.29),←,
12,"Buzza, Wylie",21y 121d,1 (0-1-0 50.00%),2 (2.00),←,
35,"Dangerfield, Patrick",27y 87d,192 (108-1-83 56.51%),211 (1.10),38 (27-1-10 72.37%),48 (1.26)
22,"Duncan, Mitch",26y 21d,149 (110-1-38 74.16%),111 (0.74),←,
29,"Guthrie, Cameron",24y 316d,119 (79-2-38 67.23%),36 (0.30),←,
39,"Guthrie, Zach",19y 1d,1 (0-1-0 50.00%),,←,
26,"Hawkins, Tom",28y 345d,202 (150-2-50 74.75%),419 (2.07),←,
25,"Henderson, Lachie",27y 199d,147 (71-2-74 48.98%),110 (0.75),30 (21-1-8 71.67%),6 (0.20)
8,"Kolodjashnij, Jake",21y 326d,36 (24-2-10 69.44%),,←,
13,"Lonergan, Tom",33y 45d,199 (144-3-52 73.12%),55 (0.28),←,
4,"Mackie, Andrew",32y 328d,271 (201-2-68 74.54%),99 (0.37),←,
27,"Menegola, Sam",25y 116d,19 (13-1-5 71.05%),13 (0.68),←,
32,"Motlop, Steven",26y 111d,126 (84-2-40 67.46%),168 (1.33),←,
21,"Murdoch, Jordan",25y 100d,83 (55-2-26 67.47%),55 (0.66),←,
34,"Parsons, James",20y 80d,10 (6-1-3 65.00%),8 (0.80),←,
37,"Simpson, Sam",19y 17d,1 (0-1-0 50.00%),,←,
9,"Smith, Zac",27y 129d,98 (36-1-61 37.24%),45 (0.46),33 (23-1-9 71.21%),14 (0.42)
1,"Stanley, Rhys",26y 212d,94 (44-1-49 47.34%),67 (0.71),36 (23-1-12 65.28%),27 (0.75)
7,"Taylor, Harry",31y 19d,218 (162-2-54 74.77%),56 (0.26),←,
2,"Tuohy, Zach",27y 203d,134 (57-2-75 43.28%),45 (0.34),14 (9-1-4 67.86%),5 (0.36)
Totals,Totals,25y 299d,2296 (1465-35-796 63.81%),1601 (0.70),,
C,"Scott, Chris",41y 59d,156 (111-2-43 71.79%),,←,
