Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
14,"Barling, Tim",25y 17d,27 (12-0-15 44.44%),3 (0.11),13 (6-0-7 46.15%),2 (0.15)
30,"Bayes, Mark",23y 115d,105 (57-0-48 54.29%),78 (0.74),←,
16,"Bolton, David",29y 360d,107 (54-0-53 50.47%),54 (0.50),79 (40-0-39 50.63%),43 (0.54)
7,"Carroll, Dennis",29y 243d,175 (86-0-89 49.14%),84 (0.48),←,
6,"Eustice, Mark",27y 144d,127 (56-0-71 44.09%),53 (0.42),36 (15-0-21 41.67%),8 (0.22)
23,"Fell, Shane",22y 282d,13 (3-0-10 23.08%),28 (2.15),←,
3,"Healy, Gerard",29y 129d,210 (84-0-126 40.00%),276 (1.31),80 (43-0-37 53.75%),87 (1.09)
9,"Henwood, Wayne",27y 266d,62 (29-0-33 46.77%),26 (0.42),←,
47,"Higgins, Leon",22y 11d,45 (19-0-26 42.22%),38 (0.84),←,
19,"John, Gareth",18y 172d,2 (0-0-2 0.00%),,←,
46,"Kellett, Mark",29y 344d,150 (54-1-95 36.33%),10 (0.07),32 (15-0-17 46.88%),
14,"Kennedy, Michael",26y 179d,66 (42-1-23 64.39%),7 (0.11),7 (2-0-5 28.57%),1 (0.14)
18,"Lloyd, Matthew",24y 333d,18 (10-0-8 55.56%),3 (0.17),←,
10,"Mitchell, Barry",24y 213d,124 (59-0-65 47.58%),162 (1.31),←,
35,"Murphy, David",27y 319d,109 (52-0-57 47.71%),67 (0.61),←,
12,"Thripp, Terry",26y 250d,57 (26-0-31 45.61%),36 (0.63),←,
15,"Toohey, Bernard",27y 140d,194 (101-0-93 52.06%),98 (0.51),100 (54-0-46 54.00%),63 (0.63)
20,"West, Jim",24y 87d,14 (3-0-11 21.43%),20 (1.43),←,
27,"Wheeler, Sanford",20y 93d,11 (2-0-9 18.18%),3 (0.27),←,
26,"Wright, Stephen",29y 124d,212 (98-0-114 46.23%),226 (1.07),←,
Totals,Totals,25y 319d,1828 (847-2-979 46.33%),1272 (0.70),,
C,"Kinnear, Col",42y 271d,36 (14-0-22 38.89%),,←,
