Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
21,"Aliir, Aliir",26y 245d,72 (35-0-37 48.61%),5 (0.07),8 (6-0-2 75.00%),
15,"Amon, Karl",25y 262d,86 (51-0-35 59.30%),39 (0.45),←,
14,"Bergman, Miles",19y 202d,7 (5-0-2 71.43%),1 (0.14),←,
10,"Boak, Travis",32y 280d,290 (147-1-142 50.86%),182 (0.63),←,
3,"Burton, Ryan",24y 97d,79 (46-1-32 58.86%),9 (0.11),32 (21-0-11 65.63%),4 (0.13)
33,"Byrne-Jones, Darcy",25y 230d,113 (66-0-47 58.41%),6 (0.05),←,
17,"Clurey, Tom",27y 46d,107 (66-0-41 61.68%),,←,
22,"Dixon, Charlie",30y 227d,161 (78-1-82 48.76%),258 (1.60),96 (59-0-37 61.46%),164 (1.71)
28,"Drew, Willem",22y 219d,18 (11-0-7 61.11%),5 (0.28),←,
13,"Fantasia, Orazio",25y 236d,88 (40-1-47 46.02%),126 (1.43),8 (6-0-2 75.00%),15 (1.88)
24,"Farrell, Kane",22y 52d,26 (15-0-11 57.69%),24 (0.92),←,
45,"Frederick, Martin",20y 356d,3 (2-0-1 66.67%),,←,
19,"Georgiades, Mitch",19y 222d,14 (10-0-4 71.43%),22 (1.57),←,
9,"Gray, Robbie",33y 39d,245 (126-0-119 51.43%),342 (1.40),←,
8,"Hartlett, Hamish",30y 267d,190 (97-1-92 51.32%),76 (0.40),←,
5,"Houston, Dan",23y 361d,85 (53-0-32 62.35%),13 (0.15),←,
1,"Jonas, Tom",30y 119d,166 (92-1-73 55.72%),1 (0.01),←,
29,"Lycett, Scott",28y 224d,116 (75-0-41 64.66%),56 (0.48),41 (27-0-14 65.85%),11 (0.27)
4,"Marshall, Todd",22y 212d,40 (30-0-10 75.00%),42 (1.05),←,
6,"Motlop, Steven",30y 57d,192 (125-2-65 65.63%),215 (1.12),57 (35-0-22 61.40%),40 (0.70)
2,"Powell-Pepper, Sam",23y 120d,78 (49-0-29 62.82%),38 (0.49),←,
20,"Rozee, Connor",21y 106d,44 (28-0-16 63.64%),44 (1.00),←,
16,"Wines, Ollie",26y 213d,166 (96-0-70 57.83%),72 (0.43),←,
Totals,Totals,25y 302d,2386 (1343-8-1035 56.29%),1576 (0.66),,
C,"Hinkley, Ken",54y 220d,186 (109-0-77 58.60%),,←,
