Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
36,"Amartey, Joel",23y 205d,14 (10-0-4 71.43%),14 (1.00),←,
22,"Blakey, Nick",23y 27d,80 (43-0-37 53.75%),32 (0.40),←,
16,"Campbell, Braeden",21y 50d,27 (18-0-9 66.67%),3 (0.11),←,
7,"Cunningham, Harry",29y 110d,163 (98-0-65 60.12%),50 (0.31),←,
13,"Florent, Oliver",24y 247d,120 (66-0-54 55.00%),38 (0.32),←,
21,"Gulden, Errol",20y 251d,45 (32-0-13 71.11%),33 (0.73),←,
9,"Hayward, Will",24y 151d,116 (65-0-51 56.03%),136 (1.17),←,
5,"Heeney, Isaac",26y 325d,156 (101-0-55 64.74%),200 (1.28),←,
19,"Ladhams, Peter",25y 71d,45 (31-0-14 68.89%),23 (0.51),13 (9-0-4 69.23%),2 (0.15)
44,"Lloyd, Jake",29y 187d,202 (126-0-76 62.38%),34 (0.17),←,
39,"McCartin, Paddy",26y 341d,61 (30-1-30 50.00%),35 (0.57),26 (20-0-6 76.92%),1 (0.04)
30,"McCartin, Tom",23y 86d,97 (56-0-41 57.73%),28 (0.29),←,
6,"McDonald, Logan",20y 356d,26 (20-0-6 76.92%),31 (1.19),←,
27,"McInerney, Justin",22y 220d,55 (34-0-21 61.82%),18 (0.33),←,
2,"McLean, Hayden",24y 65d,33 (17-0-16 51.52%),28 (0.85),←,
14,"Mills, Callum",25y 358d,137 (80-0-57 58.39%),22 (0.16),←,
11,"Papley, Tom",26y 256d,143 (85-0-58 59.44%),225 (1.57),←,
26,"Parker, Luke",30y 152d,262 (164-1-97 62.79%),191 (0.73),←,
24,"Rampe, Dane",32y 297d,217 (141-1-75 65.21%),7 (0.03),←,
34,"Roberts, Matt",19y 238d,3 (3-0-0 100.00%),,←,
8,"Rowbottom, James",22y 188d,71 (39-0-32 54.93%),22 (0.31),←,
3,"Stephens, Dylan",22y 77d,32 (20-0-12 62.50%),9 (0.28),←,
1,"Warner, Chad",21y 311d,41 (27-0-14 65.85%),28 (0.68),←,
Totals,Totals,24y 262d,2146 (1306-3-837 60.86%),1207 (0.56),,
C,"Longmire, John",52y 85d,285 (179-2-104 63.16%),,←,
