St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
20,"Armitage, David",25y 6d,82 (40-1-41 49.39%),56 (0.68),←,
26,"Dal Santo, Nick",29y 120d,250 (143-5-102 58.20%),136 (0.54),←,
24,"Dempster, Sean",29y 153d,150 (86-3-61 58.33%),18 (0.12),96 (51-3-42 54.69%),10 (0.10)
8,"Dennis-Lane, Trent",24y 296d,24 (14-0-10 58.33%),35 (1.46),5 (1-0-4 20.00%),5 (1.00)
38,"Dunell, Sam",23y 121d,7 (4-0-3 57.14%),1 (0.14),←,
14,"Geary, Jarryn",24y 364d,84 (52-0-32 61.90%),16 (0.19),←,
33,"Gwilt, James",26y 315d,103 (62-3-38 61.65%),19 (0.18),←,
4,"Jones, Clinton",29y 140d,123 (77-4-42 64.23%),31 (0.25),←,
23,"Koschitzke, Justin",30y 275d,198 (110-3-85 56.31%),247 (1.25),←,
5,"McEvoy, Ben",23y 346d,81 (49-2-30 61.73%),22 (0.27),←,
32,"Milera, Terry",25y 165d,22 (11-0-11 50.00%),26 (1.18),←,
11,"Montagna, Leigh",29y 232d,202 (121-4-77 60.89%),120 (0.59),←,
30,"Murdoch, Brodie",19y 152d,3 (1-0-2 33.33%),,←,
16,"Newnes, Jack",20y 118d,17 (8-0-9 47.06%),1 (0.06),←,
22,"Ray, Farren",27y 91d,166 (95-4-67 58.43%),52 (0.31),91 (60-3-28 67.58%),20 (0.22)
12,"Riewoldt, Nick",30y 248d,250 (134-5-111 54.60%),553 (2.21),←,
17,"Roberton, Dylan",22y 1d,49 (25-0-24 51.02%),7 (0.14),12 (3-0-9 25.00%),2 (0.17)
6,"Ross, Sebastian",20y 46d,10 (3-0-7 30.00%),2 (0.20),←,
31,"Simpkin, Tom",22y 319d,23 (14-0-9 60.87%),,←,
28,"Stanley, Rhys",22y 203d,33 (17-0-16 51.52%),21 (0.64),←,
3,"Steven, Jack",23y 86d,63 (31-1-31 50.00%),47 (0.75),←,
29,"Webster, Jimmy",19y 359d,6 (2-0-4 33.33%),1 (0.17),←,
Totals,Totals,25y 23d,1946 (1099-35-812 56.47%),1411 (0.73),,
C,"Watters, Scott",44y 148d,34 (15-0-19 44.12%),,←,
