Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
22,"Addison, Dylan",22y 242d,51 (32-1-18 63.73%),9 (0.18),←,
5,"Boyd, Matthew",27y 283d,149 (75-2-72 51.01%),53 (0.36),←,
17,"Cooney, Adam",24y 249d,146 (76-2-68 52.74%),133 (0.91),←,
4,"Cross, Daniel",27y 68d,144 (71-3-70 50.35%),25 (0.17),←,
10,"Eagleton, Nathan",31y 208d,267 (127-5-135 48.50%),222 (0.83),211 (101-3-107 48.58%),177 (0.84)
13,"Giansiracusa, Daniel",28y 87d,179 (82-4-93 46.93%),181 (1.01),←,
9,"Gilbee, Lindsay",28y 333d,175 (88-2-85 50.86%),103 (0.59),←,
1,"Grant, Jarrad",20y 335d,8 (4-0-4 50.00%),6 (0.75),←,
16,"Griffen, Ryan",23y 314d,107 (61-1-45 57.48%),59 (0.55),←,
8,"Hahn, Mitch",29y 27d,173 (84-2-87 49.13%),160 (0.92),←,
28,"Hall, Barry",33y 118d,261 (132-3-126 51.15%),648 (2.48),11 (6-0-5 54.55%),37 (3.36)
40,"Harbrow, Jarrod",21y 323d,59 (33-1-25 56.78%),21 (0.36),←,
7,"Higgins, Shaun",22y 94d,62 (34-1-27 55.65%),73 (1.18),←,
20,"Hill, Josh",21y 138d,51 (32-1-18 63.73%),67 (1.31),←,
15,"Hudson, Ben",31y 102d,113 (69-1-43 61.50%),12 (0.11),58 (37-1-20 64.66%),6 (0.10)
36,"Lake, Brian",28y 99d,158 (76-2-80 48.73%),22 (0.14),←,
27,"Minson, Will",25y 56d,99 (58-1-40 59.09%),53 (0.54),←,
44,"Moles, Brodie",24y 211d,5 (3-0-2 60.00%),2 (0.40),←,
38,"Morris, Dale",27y 159d,122 (71-2-49 59.02%),2 (0.02),←,
42,"Picken, Liam",23y 309d,29 (18-0-11 62.07%),12 (0.41),←,
18,"Stack, Brennan",22y 11d,8 (5-0-3 62.50%),10 (1.25),←,
12,"Williams, Tom",23y 324d,44 (24-1-19 55.68%),1 (0.02),←,
Totals,Totals,25y 335d,2410 (1255-35-1120 52.07%),1874 (0.78),,
C,"Eade, Rodney",52y 63d,281 (153-4-124 55.16%),,129 (72-2-55 56.59%),
