Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
11,"Bennell, Harley",22y 303d,77 (18-1-58 24.03%),89 (1.16),←,
13,"Boston, Andrew",21y 131d,14 (3-1-10 25.00%),9 (0.64),←,
12,"Day, Sam",22y 329d,73 (21-1-51 29.45%),48 (0.66),←,
23,"Dixon, Charlie",24y 312d,61 (18-1-42 30.33%),85 (1.39),←,
34,"Glenn, Josh",21y 144d,5 (1-1-3 30.00%),1 (0.20),←,
33,"Hall, Aaron",24y 265d,56 (20-1-35 36.61%),52 (0.93),←,
5,"Harbrow, Jarrod",27y 14d,161 (65-2-94 40.99%),47 (0.29),91 (25-1-65 28.02%),26 (0.29)
28,"Kolodjashnij, Kade",19y 357d,35 (9-1-25 27.14%),9 (0.26),←,
40,"Lemmens, Sean",20y 272d,32 (10-1-21 32.81%),6 (0.19),←,
37,"Lonergan, Jesse",20y 260d,26 (6-1-19 25.00%),3 (0.12),←,
19,"Lynch, Tom",22y 274d,75 (20-1-54 27.33%),110 (1.47),←,
7,"Malceski, Nick",30y 351d,187 (117-3-67 63.37%),68 (0.36),11 (1-1-9 13.64%),1 (0.09)
4,"Martin, Jack",20y 184d,18 (5-1-12 30.56%),17 (0.94),←,
32,"Matera, Brandon",23y 143d,69 (19-1-49 28.26%),75 (1.09),←,
17,"May, Steven",23y 203d,66 (20-1-45 31.06%),15 (0.23),←,
44,"Miller, Touk",19y 160d,17 (2-1-14 14.71%),6 (0.35),←,
22,"Nicholls, Tom",23y 150d,28 (8-1-19 30.36%),5 (0.18),←,
8,"Russell, Luke",23y 189d,65 (15-1-49 23.85%),27 (0.42),←,
42,"Saad, Adam",21y 9d,13 (2-1-10 19.23%),1 (0.08),←,
20,"Schade, Henry",21y 297d,11 (2-1-8 22.73%),,←,
26,"Shaw, Matt",23y 177d,82 (21-1-60 26.22%),28 (0.34),←,
16,"Thompson, Rory",24y 142d,62 (17-1-44 28.23%),7 (0.11),←,
Totals,Totals,22y 345d,1233 (419-25-789 33.98%),708 (0.57),,
C,"Eade, Rodney",57y 119d,331 (171-5-155 52.42%),,17 (2-1-14 14.71%),
