Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
15,"Banik, Anthony",6,1,5,11,,,,2.0,,,,,,,,,,,,,,,
46,"Campbell, Wayne",7,1,,7,1,1.0,,,,,,,1.0,1.0,,,,,,,,,
16,"Cloke, David",11,7,15,26,,,7.0,,,,,,4.0,2.0,3.0,,,,,,,,
30,"Free, Tony",7,2,3,10,,,,,,,,,1.0,1.0,,,,,,,,,
25,"Gale, Brendon",4,1,5,9,,,1.0,1.0,,,,,,,,,,,,,,,
24,"Goodwin, Andy",10,4,5,15,,,,,,,,,1.0,1.0,,,,,,,,,
34,"Hogg, Jeff",10,6,,10,7,1.0,,,,,,,2.0,,2.0,,,,,,,,
2,"Keays, Terry",12,2,3,15,,,,,,,,,,2.0,,,,,,,,,
33,"Knights, Matthew",15,1,10,25,,,,1.0,,,,,,2.0,,,,,,,,,
4,"Lambert, Craig",13,1,12,25,1,1.0,,3.0,,,,,2.0,1.0,,,,,,,,,
26,"Leys, Brian",8,1,1,9,,,,1.0,,,,,1.0,2.0,,,,,,,,,
7,"Mitchell, Michael",6,5,7,13,,,,,,,,,1.0,,,,,,,,,,
6,"Naish, Chris",11,,4,15,,,,,,,,,,1.0,,,,,,,,,
35,"Pickering, Michael",11,9,6,17,,,,1.0,,,,,1.0,2.0,,,,,,,,,
21,"Powell, Tim",14,7,12,26,1,2.0,,2.0,,,,,1.0,,,,,,,,,,
8,"Ryan, Stephen",7,5,10,17,1,,,1.0,,,,,3.0,,,,,,,,,,
36,"Trewella, Mark",4,2,2,6,,,,1.0,,,,,1.0,,,,,,,,,,
41,"Turner, Scott",6,1,2,8,2,,,,,,,,3.0,2.0,,,,,,,,,
51,"Walker, Robert",6,3,5,11,,,,,,,,,,,,,,,,,,,
3,"Weightman, Dale",10,3,13,23,1,,,4.0,,,,,2.0,4.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,178,62,120,298,14,9.0,8.0,17.0,,,,,24.0,21.0,5.0,,,,,,,,
Opposition,Opposition,219,85,144,363,18,18.0,22.0,16.0,,,,,21.0,24.0,1.0,,,,,,,,
