Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Buntine, Matt",7,2,2,9,,,,3.0,1.0,,,2.0,,,,2.0,7.0,1.0,,5.0,,,82.0
18,"Cameron, Jeremy",3,1,6,9,,,,1.0,,1.0,,3.0,,1.0,,4.0,5.0,,,,,,83.0
3,"Coniglio, Stephen",12,,15,27,,,,2.0,2.0,4.0,5.0,5.0,1.0,1.0,,16.0,11.0,,,,,1.0,86.0
1,"Davis, Phil",8,4,3,11,,,,4.0,9.0,1.0,1.0,4.0,2.0,,,7.0,5.0,,,13.0,,,99.0
4,"Greene, Toby",11,3,7,18,3,,,7.0,,4.0,,10.0,,8.0,,6.0,11.0,,1.0,,1.0,,87.0
19,"Haynes, Nick",13,4,4,17,,,,2.0,14.0,,2.0,1.0,,1.0,,6.0,9.0,,,7.0,,,81.0
2,"Hopper, Jacob",6,4,5,11,1,1.0,,8.0,1.0,1.0,1.0,4.0,2.0,1.0,,4.0,8.0,,1.0,,,,57.0
17,"Johnson, Steve",11,4,8,19,1,,,,1.0,2.0,,5.0,,2.0,,8.0,11.0,,,1.0,,1.0,88.0
22,"Kelly, Josh",8,2,11,19,,,,5.0,,4.0,3.0,2.0,2.0,,,7.0,12.0,,,1.0,1.0,,84.0
37,"Lobb, Rory",4,1,3,7,,,17.0,5.0,,1.0,3.0,2.0,1.0,1.0,,5.0,2.0,1.0,,3.0,,1.0,81.0
41,"Mumford, Shane",1,1,9,10,,,34.0,6.0,,1.0,3.0,4.0,1.0,4.0,,8.0,3.0,,,6.0,,,89.0
24,"Patfull, Joel",5,4,2,7,,,,3.0,4.0,,,3.0,,1.0,,2.0,5.0,,,3.0,,,83.0
12,"Patton, Jonathon",7,5,3,10,1,,,2.0,1.0,3.0,,3.0,,,,2.0,8.0,,1.0,4.0,2.0,,82.0
9,"Scully, Tom",9,4,6,15,2,,,6.0,1.0,3.0,2.0,4.0,,2.0,,7.0,8.0,,2.0,1.0,3.0,,88.0
23,"Shaw, Heath",19,8,3,22,,,,2.0,8.0,1.0,,2.0,,,,8.0,10.0,1.0,,6.0,3.0,,92.0
5,"Shiel, Dylan",19,5,13,32,1,,,2.0,3.0,4.0,7.0,1.0,2.0,,,11.0,20.0,,,,2.0,1.0,75.0
11,"Steele, Jack",7,3,3,10,1,,,5.0,1.0,,1.0,2.0,,1.0,,4.0,5.0,1.0,,,,,70.0
20,"Tomlinson, Adam",10,8,6,16,,1.0,,1.0,,2.0,1.0,3.0,,1.0,,6.0,11.0,,1.0,2.0,,2.0,75.0
8,"Ward, Callan",15,6,7,22,1,,,9.0,5.0,3.0,9.0,1.0,1.0,1.0,,11.0,10.0,,,,1.0,2.0,85.0
6,"Whitfield, Lachie",20,9,8,28,3,,,1.0,1.0,6.0,3.0,3.0,1.0,,3.0,8.0,17.0,,2.0,2.0,,,84.0
29,"Williams, Zac",20,8,5,25,,,,3.0,3.0,3.0,4.0,6.0,2.0,3.0,,8.0,17.0,,,2.0,,,74.0
16,"Wilson, Nathan",9,4,5,14,,,,2.0,3.0,4.0,1.0,2.0,1.0,1.0,,4.0,8.0,,,,,1.0,76.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,224,90,134,358,14,4.0,51.0,79.0,58.0,48.0,46.0,72.0,16.0,29.0,3.0,144.0,203.0,4.0,8.0,56.0,13.0,9.0,
Opposition,Opposition,222,61,165,387,14,14.0,45.0,61.0,30.0,74.0,49.0,52.0,29.0,16.0,3.0,174.0,203.0,7.0,9.0,62.0,4.0,11.0,
