St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30,"Beetham, Caydn",8,2,7,15,1,,,2.0,,4.0,2.0,,1.0,,,9.0,5.0,,,2.0,,,
22,"Begley, James",10,6,3,13,,,,2.0,1.0,3.0,,,1.0,2.0,,1.0,10.0,,,1.0,,,
39,"Blake, Jason",2,2,2,4,,,,,,1.0,,1.0,,,,1.0,3.0,,,3.0,,,
3,"Burke, Nathan",19,4,4,23,,,,2.0,5.0,4.0,3.0,3.0,,,,6.0,16.0,,,5.0,,,
16,"Carr, Matthew",4,2,,4,,2.0,,,,1.0,,,2.0,,,3.0,1.0,1.0,1.0,,,,
6,"Delaney, Tony",4,2,4,8,,,,2.0,,3.0,,,,1.0,,3.0,5.0,,,2.0,,,
10,"Everitt, Peter",3,2,4,7,,,19.0,2.0,1.0,,1.0,2.0,,4.0,,4.0,3.0,1.0,,,,,
25,"Hall, Barry",11,12,5,16,2,6.0,,1.0,,1.0,,,,2.0,,6.0,11.0,2.0,7.0,,,,
35,"Harvey, Robert",23,7,13,36,,,,1.0,2.0,3.0,10.0,2.0,4.0,2.0,,20.0,13.0,1.0,,,,,
7,"Hayes, Lenny",9,3,9,18,2,,,1.0,,3.0,1.0,5.0,1.0,1.0,,8.0,12.0,,2.0,1.0,,,
24,"Heatley, Jason",3,2,1,4,1,2.0,,1.0,,,,,,,,4.0,,2.0,2.0,,,,
8,"Hudghton, Max",11,6,6,17,,,,1.0,4.0,1.0,,2.0,3.0,,,11.0,5.0,3.0,,4.0,,,
5,"Jones, Austinn",22,6,7,29,1,2.0,,4.0,5.0,6.0,1.0,1.0,1.0,2.0,1.0,5.0,24.0,,,4.0,3.0,,
36,"Knowles, Brett",19,6,5,24,,2.0,,,3.0,8.0,3.0,,,1.0,,5.0,20.0,,1.0,,,,
23,"Loewe, Stewart",10,6,3,13,2,,6.0,1.0,1.0,4.0,2.0,3.0,1.0,2.0,,5.0,7.0,3.0,2.0,2.0,,,
9,"Monkhorst, Damian",2,2,3,5,,,9.0,,,1.0,1.0,1.0,2.0,1.0,,3.0,2.0,,,,,,
43,"Moyle, Brett",7,1,3,10,2,,,3.0,,3.0,,,,,,4.0,6.0,,,1.0,,,
1,"Peckett, Justin",14,4,6,20,,,,1.0,6.0,4.0,1.0,1.0,,,,9.0,10.0,1.0,,1.0,1.0,,
19,"Sziller, Steven",8,4,7,15,,1.0,,5.0,1.0,3.0,4.0,,,2.0,,2.0,13.0,,,1.0,,,
4,"Thompson, Andrew",11,5,9,20,,,,1.0,3.0,2.0,,2.0,,,,4.0,15.0,,,3.0,,,
32,"Traianidis, Jason",12,4,12,24,,,,,6.0,3.0,1.0,4.0,,,,8.0,15.0,,,1.0,,,
15,"Wakelin, Darryl",6,8,5,11,,,,1.0,,1.0,,,3.0,,,6.0,8.0,2.0,,1.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,218,96,118,336,11,16.0,34.0,31.0,38.0,59.0,30.0,27.0,19.0,20.0,1.0,127.0,204.0,16.0,15.0,32.0,4.0,,
Opposition,Opposition,204,88,116,320,15,19.0,22.0,35.0,42.0,58.0,32.0,25.0,20.0,19.0,5.0,134.0,186.0,15.0,16.0,38.0,7.0,,
