Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",17,2,12,29,,,1.0,1.0,,,,,,,,,,,,,,,
35,"Baxter, Darren",18,6,8,26,,1.0,,,,,,,,,,,,,,,,,
18,"Cameron, Leon",11,1,6,17,1,,,1.0,,,,,,,,,,,,,,,
1,"Charles, Justin",7,9,5,12,,,,,,,,,1.0,4.0,,,,,,,,,
20,"Coleman, Glenn",12,5,5,17,1,1.0,,,,,,,1.0,3.0,,,,,,,,,
22,"Cullen, Mark",15,4,7,22,3,2.0,,2.0,,,,,3.0,,,,,,,,,,
12,"Eppelstun, Greg",16,5,10,26,,,,2.0,,,,,1.0,,1.0,,,,,,,,
45,"Ford, Michael",6,,7,13,,,,,,,,,1.0,1.0,,,,,,,,,
32,"Foster, Peter",9,4,3,12,,,,,,,,,,,,,,,,,,,
19,"Gow, Paul",1,,4,5,,,,2.0,,,,,,,,,,,,,,,
7,"Hawkins, Doug",9,3,5,14,3,1.0,,1.0,,,,,3.0,2.0,,,,,,,,,
43,"Hogg, Matthew",2,,3,5,,,,,,,,,1.0,1.0,,,,,,,,,
10,"Hunter, Mark",8,1,7,15,,,,,,,,,,,,,,,,,,,
39,"Liberatore, Tony",21,4,13,34,2,,,2.0,,,,,1.0,6.0,,,,,,,,,
27,"Macpherson, Stephen",16,5,11,27,,,,4.0,,,,,1.0,,,,,,,,,,
34,"Sexton, Ben",9,6,4,13,5,3.0,,2.0,,,,,,,,,,,,,,,
16,"Wallace, Terry",9,6,7,16,,,,3.0,,,,,1.0,,,,,,,,,,
24,"Wallis, Stephen",21,4,8,29,,,,,,,,,1.0,,,,,,,,,,
6,"Wigney, Stuart",3,3,1,4,,1.0,,,,,,,,,,,,,,,,,
15,"Wynd, Scott",4,7,12,16,,,5.0,1.0,,,,,3.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,214,75,138,352,15,11.0,6.0,21.0,,,,,18.0,19.0,1.0,,,,,,,,
Opposition,Opposition,236,85,175,411,14,12.0,15.0,14.0,,,,,19.0,18.0,5.0,,,,,,,,
