Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
16,"Brown, Luke",20y 343d,24 (12-0-12 50.00%),1 (0.04),←,
37,"Callinan, Ian",30y 254d,32 (20-0-12 62.50%),49 (1.53),←,
2,"Crouch, Brad",19y 229d,14 (7-0-7 50.00%),4 (0.29),←,
32,"Dangerfield, Patrick",23y 148d,109 (56-0-53 51.38%),125 (1.15),←,
26,"Douglas, Richard",26y 206d,136 (69-0-67 50.74%),96 (0.71),←,
38,"Grigg, Mitch",20y 241d,5 (4-0-1 80.00%),6 (1.20),←,
41,"Hartigan, Kyle",21y 297d,3 (2-0-1 66.67%),,←,
24,"Jacobs, Sam",25y 143d,82 (41-0-41 50.00%),17 (0.21),65 (34-0-31 52.31%),14 (0.22)
8,"Johnston, Lewis",22y 181d,8 (5-0-3 62.50%),12 (1.50),6 (4-0-2 66.67%),11 (1.83)
29,"Kerridge, Sam",20y 127d,12 (6-0-6 50.00%),13 (1.08),←,
46,"Laird, Rory",19y 245d,18 (9-0-9 50.00%),1 (0.06),←,
14,"Mackay, David",25y 37d,105 (61-0-44 58.10%),30 (0.29),←,
22,"Otten, Andy",24y 108d,69 (35-0-34 50.72%),18 (0.26),←,
25,"Rutten, Ben",30y 95d,215 (123-0-92 57.21%),8 (0.04),←,
9,"Sloane, Rory",23y 167d,78 (41-0-37 52.56%),49 (0.63),←,
33,"Smith, Brodie",21y 229d,54 (30-0-24 55.56%),10 (0.19),←,
12,"Talia, Daniel",21y 333d,54 (31-0-23 57.41%),4 (0.07),←,
1,"Tambling, Richard",26y 353d,124 (49-3-72 40.73%),62 (0.50),16 (8-0-8 50.00%),1 (0.06)
5,"Thompson, Scott",30y 170d,245 (135-0-110 55.10%),147 (0.60),206 (117-0-89 56.80%),130 (0.63)
7,"van Berlo, Nathan",27y 86d,182 (103-0-79 56.59%),64 (0.35),←,
17,"Vince, Bernie",27y 333d,129 (68-0-61 52.71%),80 (0.62),←,
11,"Wright, Matthew",23y 260d,58 (30-0-28 51.72%),44 (0.76),←,
Totals,Totals,24y 109d,1756 (937-3-816 53.36%),840 (0.48),,
C,"Sanderson, Brenton",39y 185d,47 (28-0-19 59.57%),,←,
