Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
7,"AhMat, Robert",19y 274d,15 (7-0-8 46.67%),10 (0.67),←,
11,"Barnett, John",21y 247d,10 (4-0-6 40.00%),6 (0.60),4 (2-0-2 50.00%),2 (0.50)
26,"Brown, Gavin",29y 206d,186 (95-5-86 52.42%),144 (0.77),←,
5,"Buckley, Nathan",24y 267d,89 (33-2-54 38.20%),89 (1.00),69 (29-2-38 43.48%),68 (0.99)
28,"Crosisca, Gavin",28y 216d,185 (103-5-77 57.03%),49 (0.26),←,
24,"Curran, Chris",22y 259d,23 (12-2-9 56.52%),10 (0.43),←,
9,"Francis, Matthew",26y 233d,30 (9-0-21 30.00%),15 (0.50),11 (5-0-6 45.45%),2 (0.18)
2,"Francis, Tony",28y 18d,123 (68-2-53 56.10%),86 (0.70),←,
27,"McDonald, Alex",27y 65d,72 (37-0-35 51.39%),36 (0.50),26 (11-0-15 42.31%),12 (0.46)
1,"Monkhorst, Damian",27y 241d,158 (90-4-64 58.23%),33 (0.21),←,
6,"Patterson, Stephen",26y 105d,42 (18-1-23 44.05%),51 (1.21),←,
35,"Prestigiacomo, Simon",19y 78d,16 (7-0-9 43.75%),,←,
3,"Richardson, Mark",24y 170d,52 (26-1-25 50.96%),48 (0.92),←,
23,"Rocca, Anthony",19y 247d,26 (13-0-13 50.00%),20 (0.77),4 (2-0-2 50.00%),9 (2.25)
36,"Rocca, Saverio",23y 150d,93 (47-2-44 51.61%),333 (3.58),←,
29,"Russell, Scott",26y 347d,149 (84-3-62 57.38%),94 (0.63),←,
12,"Schauble, Andrew",20y 153d,29 (13-0-16 44.83%),5 (0.17),←,
14,"Watson, Shane",23y 61d,92 (44-1-47 48.37%),60 (0.65),←,
22,"Wild, Jason",21y 68d,31 (14-2-15 48.39%),8 (0.26),←,
10,"Williams, Paul",24y 16d,117 (59-2-56 51.28%),154 (1.32),←,
19,"Wright, Graham",28y 317d,166 (98-4-64 60.24%),100 (0.60),←,
Totals,Totals,24y 178d,1704 (881-36-787 51.70%),1351 (0.79),,
C,"Shaw, Tony",36y 270d,26 (11-0-15 42.31%),,←,
