Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
3,"Bartel, Jimmy",10,2,5,15,1,,,6.0,,1.0,5.0,3.0,1.0,1.0,,6.0,9.0,,,1.0,,,90.0
46,"Blicavs, Mark",5,4,7,12,,1.0,14.0,8.0,,1.0,2.0,3.0,1.0,2.0,,5.0,7.0,,1.0,2.0,,1.0,73.0
23,"Caddy, Josh",5,3,9,14,,,2.0,12.0,1.0,2.0,2.0,5.0,1.0,5.0,,6.0,9.0,,1.0,1.0,1.0,,84.0
28,"Christensen, Allen",7,5,12,19,1,1.0,,5.0,1.0,,6.0,3.0,1.0,2.0,,11.0,7.0,,3.0,1.0,,,82.0
22,"Duncan, Mitch",10,4,4,14,1,,,3.0,,4.0,2.0,3.0,,1.0,,3.0,10.0,,,1.0,,1.0,82.0
44,"Enright, Corey",13,10,12,25,,,,1.0,8.0,3.0,2.0,,,,,6.0,19.0,,,4.0,1.0,,87.0
29 ↓,"Guthrie, Cameron",5,1,4,9,1,,,6.0,,1.0,3.0,1.0,1.0,1.0,,5.0,4.0,,,,,,52.0
36,"Hartman, Brad",6,1,5,11,1,,,2.0,1.0,1.0,1.0,,1.0,,,6.0,5.0,,,,1.0,,65.0
26,"Hawkins, Tom",8,6,1,9,3,1.0,,2.0,,1.0,,1.0,,,,7.0,1.0,5.0,5.0,2.0,,1.0,93.0
33 ↑,"Horlin-Smith, George",8,3,3,11,,2.0,,5.0,,2.0,1.0,2.0,,1.0,,2.0,9.0,,1.0,1.0,,,37.0
20,"Johnson, Steve",17,8,10,27,2,,,7.0,1.0,8.0,2.0,2.0,1.0,2.0,2.0,7.0,21.0,1.0,2.0,2.0,,2.0,86.0
9,"Kelly, James",19,10,8,27,,1.0,,4.0,1.0,3.0,,2.0,1.0,1.0,,7.0,19.0,,2.0,3.0,,1.0,89.0
39,"Kersten, Shane",9,6,,9,2,1.0,,1.0,,2.0,,1.0,1.0,,,1.0,7.0,,1.0,,,1.0,91.0
13,"Lonergan, Tom",13,7,4,17,,1.0,,1.0,1.0,,,2.0,1.0,1.0,,5.0,11.0,1.0,,3.0,1.0,,91.0
4,"Mackie, Andrew",7,4,3,10,,,,2.0,1.0,3.0,,1.0,1.0,,,3.0,6.0,,,4.0,,1.0,88.0
17,"McIntosh, Hamish",10,5,10,20,1,,26.0,6.0,1.0,3.0,7.0,3.0,3.0,2.0,,15.0,5.0,1.0,,3.0,,,80.0
32,"Motlop, Steven",18,7,8,26,1,1.0,,2.0,,8.0,2.0,,1.0,,,9.0,17.0,,,,4.0,1.0,84.0
21,"Murdoch, Jordan",8,4,6,14,,1.0,,3.0,1.0,2.0,,,,,,3.0,11.0,,1.0,,,,84.0
25,"Rivers, Jared",10,8,4,14,,,,2.0,1.0,2.0,,1.0,2.0,1.0,,3.0,10.0,1.0,,9.0,,,89.0
14,"Selwood, Joel",18,5,13,31,,2.0,,6.0,1.0,5.0,7.0,3.0,3.0,1.0,3.0,13.0,18.0,,2.0,1.0,,1.0,89.0
7,"Taylor, Harry",15,9,8,23,,,1.0,1.0,3.0,2.0,,,,,1.0,11.0,11.0,2.0,,7.0,,,94.0
5,"Varcoe, Travis",8,2,9,17,,,,3.0,1.0,3.0,,,1.0,,,4.0,14.0,,,1.0,1.0,,90.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,6.0,,,,,,,,,,,,,,,,,
Totals,Totals,229,114,145,374,14,18.0,43.0,88.0,23.0,57.0,42.0,36.0,21.0,21.0,6.0,138.0,230.0,11.0,19.0,46.0,9.0,10.0,
Opposition,Opposition,165,61,130,295,5,6.0,36.0,79.0,37.0,30.0,34.0,46.0,21.0,21.0,,126.0,164.0,7.0,5.0,49.0,3.0,2.0,
