Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Barry, Leo",9,4,3,12,1,1.0,3.0,1.0,1.0,4.0,1.0,,2.0,,,5.0,6.0,,2.0,,,,
42,"Bennett, Gerrard",3,1,9,12,,,,,,,,1.0,,1.0,,10.0,2.0,1.0,,,,,
17,"Bomford, Andrew",15,6,6,21,,,,,1.0,8.0,2.0,,,,,9.0,11.0,,1.0,,,,
15,"Carey, Stefan",4,1,6,10,,,1.0,2.0,1.0,2.0,1.0,2.0,,,,3.0,6.0,,,1.0,,,
27,"Chapman, Wade",4,1,1,5,,1.0,,1.0,,2.0,2.0,,1.0,,,4.0,2.0,,,1.0,,,
8,"Cresswell, Daryn",18,3,19,37,,1.0,1.0,2.0,1.0,7.0,14.0,1.0,1.0,1.0,,17.0,20.0,1.0,2.0,2.0,1.0,,
28,"Crouch, Jared",4,1,5,9,1,,,3.0,2.0,2.0,1.0,1.0,1.0,,,4.0,5.0,1.0,,1.0,,,
6,"Dunkley, Andrew",10,5,5,15,,,,2.0,2.0,,3.0,1.0,2.0,,,11.0,5.0,2.0,1.0,2.0,1.0,,
37,"Goodes, Adam",5,1,3,8,,,12.0,,,3.0,3.0,2.0,,1.0,,5.0,2.0,,,5.0,,,
14,"Kelly, Paul",12,2,6,18,2,2.0,1.0,2.0,2.0,1.0,7.0,3.0,2.0,2.0,,14.0,4.0,1.0,,1.0,,,
34,"Luff, Troy",14,7,6,20,,1.0,,3.0,4.0,2.0,,1.0,,1.0,,9.0,11.0,2.0,1.0,,,,
36,"Mathews, Ben",3,,,3,,,,1.0,,1.0,,,,,,1.0,2.0,,,,,,
11,"Maxfield, Stuart",15,5,6,21,2,,,3.0,1.0,7.0,2.0,,2.0,,3.0,8.0,13.0,1.0,,4.0,,,
13,"McPherson, Daniel",1,1,1,2,,,,,,,,,,,,,2.0,,,,,,
23,"Nicks, Matthew",13,5,6,19,1,1.0,,1.0,4.0,1.0,1.0,1.0,1.0,1.0,,10.0,12.0,1.0,1.0,,,,
19,"OLoughlin, Michael",4,1,4,8,,,,1.0,,1.0,1.0,1.0,,,,7.0,1.0,,,,1.0,,
25,"Russell, Scott",12,4,2,14,,2.0,,,3.0,2.0,1.0,1.0,,1.0,,4.0,9.0,,,1.0,,,
22,"Saddington, Jason",8,2,7,15,,,,,3.0,3.0,2.0,,1.0,,,5.0,10.0,1.0,,,,,
2,"Schwass, Wayne",21,3,4,25,1,,,2.0,,4.0,6.0,4.0,2.0,2.0,,10.0,13.0,,1.0,2.0,,,
1,"Stafford, Greg",,,,,,,1.0,,,,,,,1.0,,,,,,,,,
20,"Stevens, John",6,2,4,10,2,,,2.0,1.0,1.0,,2.0,,,,2.0,9.0,1.0,1.0,,,,
33,"Warfe, Rowan",12,7,6,18,,,,1.0,5.0,3.0,2.0,2.0,,2.0,2.0,5.0,15.0,,,3.0,1.0,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,193,62,109,302,10,12.0,19.0,27.0,31.0,54.0,49.0,23.0,15.0,13.0,5.0,143.0,160.0,12.0,10.0,23.0,4.0,,
Opposition,Opposition,193,67,74,267,10,10.0,36.0,19.0,38.0,46.0,40.0,16.0,13.0,15.0,1.0,127.0,141.0,14.0,9.0,19.0,5.0,,
