St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Anderson, Dean",12,2,13,25,,1.0,,4.0,,,,,,2.0,,,,,,,,,
14,"Bardsley, Kristian",9,,3,12,,,,2.0,,,,,,1.0,,,,,,,,,
26,"Brown, Tony",5,1,6,11,,1.0,,,,,,,,2.0,,,,,,,,,
3,"Burke, Nathan",20,6,8,28,,,,2.0,,,,,1.0,,1.0,,,,,,,,
42,"Coghlan, Glen",3,,2,5,1,,,1.0,,,,,1.0,1.0,,,,,,,,,
36,"Fode, Gordon",5,1,4,9,,1.0,,1.0,,,,,,,,,,,,,,,
2,"Frawley, Danny",,,,,,,,,,,,,,,,,,,,,,,
35,"Harvey, Robert",10,,7,17,2,1.0,,1.0,,,,,1.0,3.0,,,,,,,,,
18,"Jackson, Matthew",2,,1,3,,,,1.0,,,,,,2.0,,,,,,,,,
17,"Keogh, Rod",8,2,5,13,,,,5.0,,,,,1.0,3.0,,,,,,,,,
23,"Loewe, Stewart",14,10,3,17,5,3.0,,1.0,,,,,5.0,2.0,3.0,,,,,,,,
28,"OBrien, Craig",9,2,5,14,3,4.0,,2.0,,,,,2.0,2.0,,,,,,,,,
8,"Peckett, Justin",8,3,3,11,,1.0,,,,,,,1.0,1.0,,,,,,,,,
41,"Pekin, Tim",8,6,9,17,1,,,1.0,,,,,,1.0,,,,,,,,,
31,"Shanahan, Jamie",2,,3,5,,,,6.0,,,,,,1.0,,,,,,,,,
13,"Sierakowski, David",9,6,4,13,1,,13.0,2.0,,,,,3.0,2.0,,,,,,,,,
4,"Smith, Joel",4,2,3,7,1,,,,,,,,,,,,,,,,,,
19,"Sziller, Steven",8,2,13,21,,,,6.0,,,,,1.0,,,,,,,,,,
15,"Wakelin, Darryl",6,3,4,10,,,1.0,2.0,,,,,2.0,,,,,,,,,,
12,"Wakelin, Shane",11,6,1,12,,1.0,7.0,1.0,,,,,,1.0,,,,,,,,,
7,"Winmar, Nicky",19,4,6,25,1,2.0,,3.0,,,,,3.0,2.0,2.0,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,172,56,103,275,15,17.0,21.0,41.0,,,,,21.0,26.0,6.0,,,,,,,,
Opposition,Opposition,138,24,49,187,9,8.0,15.0,32.0,,,,,26.0,21.0,,,,,,,,,
