Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
44,"Bail, Rohan",4,2,5,9,1,1.0,,1.0,1.0,1.0,,2.0,,1.0,,4.0,5.0,1.0,1.0,,,,82.0
10,"Byrnes, Shannon",6,2,3,9,,,,3.0,,3.0,,4.0,1.0,1.0,,4.0,5.0,,,,,,79.0
14,"Dunn, Lynden",11,3,2,13,1,,,6.0,5.0,2.0,3.0,1.0,,,,6.0,6.0,1.0,1.0,1.0,1.0,,81.0
32,"Evans, Michael",15,7,4,19,,,,2.0,3.0,4.0,3.0,2.0,2.0,,,5.0,15.0,,,2.0,,3.0,83.0
8,"Frawley, James",12,7,6,18,,,,3.0,3.0,,,4.0,,2.0,,5.0,13.0,,,4.0,,,97.0
20,"Garland, Colin",11,4,7,18,1,,,3.0,3.0,1.0,,3.0,2.0,,,7.0,9.0,,,8.0,,,94.0
37,"Gawn, Max",4,3,2,6,,,12.0,1.0,,1.0,2.0,1.0,2.0,1.0,,5.0,3.0,1.0,,2.0,,,87.0
31 ↓,"Grimes, Jack",3,,1,4,,,,,,1.0,1.0,1.0,1.0,,,3.0,2.0,,,,,,9.0
38,"Howe, Jeremy",4,3,2,6,,1.0,,3.0,,,,1.0,,1.0,,1.0,5.0,,1.0,2.0,,,92.0
45,"Jones, Matt",12,4,15,27,1,1.0,,4.0,2.0,3.0,3.0,1.0,3.0,,,13.0,12.0,,,2.0,3.0,,89.0
2,"Jones, Nathan",7,1,12,19,,1.0,,3.0,2.0,4.0,6.0,4.0,2.0,3.0,,13.0,5.0,1.0,,,,,85.0
34 ↑,"Kent, Dean",3,,,3,1,1.0,,3.0,,2.0,1.0,,1.0,,,1.0,4.0,,,1.0,2.0,,59.0
25,"McDonald, Tom",10,5,7,17,,,,2.0,4.0,,,2.0,1.0,,,6.0,12.0,,,5.0,1.0,,99.0
13,"McKenzie, Jordie",4,2,9,13,,,,7.0,1.0,1.0,4.0,1.0,2.0,1.0,,8.0,5.0,,,2.0,,,71.0
26,"Nicholson, Daniel",13,6,4,17,,1.0,,4.0,3.0,3.0,,3.0,1.0,1.0,,3.0,15.0,,,1.0,,,96.0
42,"Spencer, Jake",5,2,3,8,,,18.0,3.0,1.0,1.0,4.0,1.0,3.0,1.0,,7.0,1.0,1.0,,3.0,,,82.0
19,"Strauss, James",4,1,3,7,,,,2.0,2.0,1.0,,,1.0,,,2.0,4.0,,,2.0,,,88.0
12,"Sylvia, Colin",12,3,6,18,2,1.0,,2.0,,3.0,5.0,3.0,,,,12.0,6.0,1.0,1.0,1.0,3.0,,91.0
35,"Tapscott, Luke",9,3,3,12,1,,,2.0,,6.0,1.0,3.0,3.0,1.0,,6.0,3.0,,,1.0,1.0,,80.0
46,"Terlich, Dean",6,3,6,12,,,,2.0,1.0,,,6.0,,2.0,,4.0,7.0,,,3.0,,,95.0
9,"Trengove, Jack",4,2,2,6,,1.0,,3.0,,,,2.0,1.0,1.0,,4.0,2.0,,1.0,3.0,,,85.0
7,"Viney, Jack",8,2,1,9,,2.0,,5.0,,3.0,3.0,1.0,,,,3.0,6.0,,2.0,,,,77.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,167,65,103,270,8,12.0,30.0,64.0,31.0,40.0,36.0,46.0,26.0,16.0,,122.0,145.0,6.0,7.0,43.0,11.0,3.0,
Opposition,Opposition,226,107,152,378,18,13.0,60.0,79.0,23.0,51.0,38.0,50.0,16.0,26.0,6.0,156.0,216.0,22.0,17.0,31.0,23.0,12.0,
