St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
8,"Acres, Blake",23y 287d,71 (27-1-43 38.73%),29 (0.41),←,
15,"Billings, Jack",23y 337d,102 (36-1-65 35.78%),75 (0.74),←,
22,"Brown, Nathan",30y 216d,179 (96-2-81 54.19%),7 (0.04),49 (20-1-28 41.84%),
27,"Bruce, Josh",27y 43d,108 (40-1-67 37.50%),163 (1.51),94 (39-1-54 42.02%),160 (1.70)
2,"Carlisle, Jake",27y 293d,129 (56-1-72 43.80%),60 (0.47),44 (16-1-27 37.50%),6 (0.14)
11,"Clark, Hunter",20y 117d,24 (7-1-16 31.25%),5 (0.21),←,
1,"Coffield, Nick",19y 271d,15 (1-1-13 10.00%),1 (0.07),←,
7,"Dunstan, Luke",24y 173d,98 (36-2-60 37.76%),44 (0.45),←,
4,"Gresham, Jade",21y 331d,79 (32-1-46 41.14%),90 (1.14),←,
40,"Hind, Nick",24y 336d,6 (2-0-4 33.33%),7 (1.17),←,
46,"Langlands, Doulton",19y 357d,1 (1-0-0 100.00%),1 (1.00),←,
13,"Lonie, Jack",22y 342d,58 (21-0-37 36.21%),55 (0.95),←,
19,"Marshall, Rowan",23y 239d,28 (7-0-21 25.00%),14 (0.50),←,
28,"Membrey, Tim",25y 56d,87 (37-2-48 43.68%),157 (1.80),86 (36-2-48 43.02%),157 (1.83)
16,"Newnes, Jack",26y 147d,151 (53-2-96 35.76%),54 (0.36),←,
34,"Parker, Matthew",23y 177d,16 (7-0-9 43.75%),15 (0.94),←,
33,"Paton, Ben",20y 275d,13 (3-0-10 23.08%),4 (0.31),←,
6,"Ross, Sebastian",26y 75d,119 (41-2-76 35.29%),17 (0.14),←,
5,"Savage, Shane",28y 197d,158 (75-2-81 48.10%),62 (0.39),102 (34-2-66 34.31%),25 (0.25)
35,"Sinclair, Jack",24y 159d,81 (30-1-50 37.65%),40 (0.49),←,
9,"Steele, Jack",23y 220d,73 (27-1-45 37.67%),24 (0.33),56 (19-1-36 34.82%),15 (0.27)
44,"Wilkie, Callum",23y 133d,17 (7-0-10 41.18%),,←,
Totals,Totals,24y 84d,1613 (642-21-950 39.80%),924 (0.57),,
C,"Ratten, Brett",48y 10d,121 (61-1-59 50.83%),,1 (1-0-0 100.00%),
