Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
19,"Bartram, Clint",9,8,4,13,,,,5.0,1.0,1.0,1.0,,2.0,,,5.0,9.0,,,1.0,,,100.0
32,"Bruce, Cameron",11,5,16,27,,1.0,1.0,4.0,3.0,2.0,3.0,2.0,1.0,,,12.0,16.0,,,3.0,1.0,,100.0
41,"Carroll, Nathan",4,2,3,7,,,,2.0,2.0,,,4.0,,3.0,,2.0,6.0,,,2.0,1.0,,87.0
36,"Davey, Aaron",8,1,6,14,1,,,6.0,2.0,3.0,4.0,2.0,,,,6.0,7.0,,,2.0,4.0,,98.0
18,"Green, Brad",21,12,9,30,2,1.0,,1.0,1.0,5.0,3.0,3.0,1.0,,2.0,6.0,23.0,,2.0,,,3.0,94.0
4,"Holland, Ben",7,6,5,12,,,,3.0,3.0,,2.0,,,,,4.0,7.0,1.0,,5.0,,,94.0
40,"Jamar, Mark",2,1,2,4,,,16.0,,,,2.0,,,,,3.0,1.0,,,1.0,,,46.0
17,"Johnson, Chris",6,5,4,10,,,,2.0,,4.0,1.0,,,,,2.0,7.0,,,1.0,,,56.0
16,"Johnstone, Travis",16,7,4,20,,,,3.0,4.0,6.0,2.0,2.0,1.0,2.0,,5.0,13.0,,,1.0,1.0,2.0,83.0
23,"McDonald, James",9,6,18,27,,,,9.0,1.0,4.0,3.0,2.0,1.0,,,11.0,16.0,,,1.0,,1.0,79.0
5,"McLean, Brock",11,6,7,18,1,,,6.0,2.0,3.0,2.0,2.0,1.0,2.0,,4.0,14.0,,1.0,2.0,,,69.0
7,"Miller, Brad",3,2,3,6,,,,2.0,,1.0,,2.0,1.0,,,2.0,3.0,,,1.0,,,52.0
9,"Neitz, David",12,5,3,15,4,3.0,,2.0,,4.0,,3.0,1.0,1.0,,8.0,7.0,1.0,4.0,1.0,,,100.0
33,"Pickett, Byron",12,4,6,18,,1.0,,6.0,,2.0,1.0,2.0,1.0,,,5.0,13.0,,,,3.0,,94.0
28,"Read, Phillip",12,9,5,17,,,,5.0,,,1.0,2.0,,1.0,,5.0,12.0,,,1.0,,,49.0
27,"Rivers, Jared",10,7,7,17,,,,4.0,,2.0,1.0,,1.0,,,8.0,9.0,2.0,,4.0,,,100.0
24,"Robertson, Russell",4,1,3,7,1,,1.0,1.0,,,,,,,,3.0,4.0,1.0,1.0,,,2.0,86.0
12,"Sylvia, Colin",14,6,4,18,2,,,2.0,,2.0,2.0,2.0,,,,8.0,10.0,3.0,2.0,,,,76.0
10,"Ward, Daniel",19,14,5,24,,,,1.0,3.0,4.0,,1.0,,,,2.0,22.0,1.0,,,2.0,,96.0
45,"Whelan, Matthew",13,6,12,25,1,,,2.0,6.0,2.0,2.0,,1.0,,,9.0,16.0,,,1.0,1.0,1.0,97.0
34,"White, Jeff",12,4,7,19,1,,22.0,,3.0,4.0,3.0,2.0,1.0,,,6.0,12.0,,,1.0,,,54.0
13,"Yze, Adem",15,8,8,23,1,3.0,,2.0,,1.0,1.0,,1.0,,,8.0,15.0,1.0,2.0,1.0,,,90.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,230,125,141,371,14,14.0,40.0,68.0,31.0,50.0,34.0,31.0,14.0,9.0,2.0,124.0,242.0,10.0,12.0,29.0,13.0,9.0,
Opposition,Opposition,178,83,161,339,13,12.0,39.0,50.0,34.0,43.0,39.0,35.0,10.0,13.0,4.0,130.0,213.0,11.0,15.0,50.0,15.0,6.0,
