Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
24 ↓,"Bryan, Nick",6,3,2,8,,,19.0,4.0,,2.0,1.0,2.0,3.0,,,4.0,4.0,1.0,,4.0,,,58.0
30,"Caddy, Nate",7,5,2,9,1,1.0,,1.0,,3.0,,,,,,2.0,7.0,1.0,1.0,1.0,1.0,2.0,74.0
6,"Caldwell, Jye",16,5,16,32,,1.0,,6.0,3.0,7.0,4.0,4.0,2.0,2.0,,11.0,22.0,1.0,,1.0,2.0,,82.0
13,"Cox, Nik",6,2,1,7,,,,3.0,3.0,,,,2.0,,,2.0,4.0,,,3.0,,,89.0
33 ↑,"Davey, Alwyn",1,,,1,,,,1.0,,,,,,,,1.0,,,,,,,18.0
2,"Draper, Sam",7,4,2,9,1,1.0,21.0,5.0,1.0,3.0,4.0,1.0,1.0,,,8.0,3.0,2.0,2.0,5.0,,,79.0
22,"Durham, Sam",11,6,14,25,,1.0,,5.0,1.0,5.0,2.0,2.0,,,,6.0,18.0,,,1.0,1.0,1.0,76.0
28,"Duursma, Xavier",9,3,2,11,,,,2.0,2.0,2.0,,2.0,2.0,1.0,,2.0,8.0,,,,1.0,1.0,70.0
11,"Gresham, Jade",5,2,5,10,3,1.0,,1.0,,1.0,2.0,3.0,,2.0,,6.0,4.0,,2.0,,,1.0,80.0
23,"Jones, Harry",9,8,4,13,,1.0,,,,3.0,,3.0,,,,3.0,10.0,1.0,1.0,1.0,,1.0,75.0
29,"Kelly, Jake",8,7,5,13,,,,,3.0,,1.0,1.0,,,,2.0,11.0,,,,,,83.0
4,"Langford, Kyle",11,5,3,14,2,1.0,,3.0,,6.0,,3.0,1.0,,2.0,7.0,7.0,2.0,2.0,1.0,,1.0,93.0
15,"Laverde, Jayden",3,4,11,14,,,,1.0,,,,6.0,1.0,4.0,,8.0,5.0,,,3.0,,,91.0
37,"Martin, Nic",11,3,14,25,2,,,1.0,5.0,,,1.0,,,,7.0,18.0,,,,,,96.0
1,"McGrath, Andrew",13,6,7,20,,,,,5.0,1.0,1.0,,,,,7.0,9.0,2.0,,2.0,,,87.0
32,"McKay, Ben",5,5,6,11,,,,,,,,2.0,,,,7.0,5.0,1.0,,4.0,,,100.0
47,"Menzie, Jye",10,5,4,14,,,,4.0,,6.0,,7.0,,2.0,,2.0,12.0,,1.0,1.0,2.0,1.0,75.0
7,"Merrett, Zach",15,6,14,29,,,,7.0,,3.0,2.0,2.0,2.0,1.0,,3.0,25.0,,,1.0,,,80.0
3,"Parish, Darcy",18,6,16,34,,,,2.0,1.0,6.0,4.0,3.0,1.0,2.0,,8.0,27.0,,,,,,79.0
27,"Redman, Mason",20,8,7,27,,,,,5.0,3.0,2.0,2.0,1.0,2.0,,7.0,22.0,1.0,,2.0,1.0,1.0,90.0
38,"Roberts, Archie",11,5,7,18,,,,4.0,1.0,4.0,2.0,4.0,2.0,,,6.0,11.0,,,,,,77.0
9,"Shiel, Dylan",7,1,13,20,,,,4.0,,2.0,7.0,,1.0,,,9.0,11.0,,,,,,62.0
25,"Stringer, Jake",6,3,2,8,4,,,10.0,,2.0,,4.0,,1.0,,5.0,3.0,1.0,2.0,1.0,,1.0,82.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,215,102,157,372,13,12.0,40.0,64.0,30.0,59.0,32.0,52.0,19.0,17.0,2.0,123.0,246.0,13.0,11.0,31.0,8.0,10.0,
Opposition,Opposition,184,83,177,361,14,5.0,36.0,52.0,45.0,44.0,35.0,48.0,17.0,19.0,4.0,126.0,238.0,8.0,11.0,49.0,15.0,11.0,
