Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
44,"Bandy, Daniel",4,4,3,7,,,2.0,1.0,1.0,,,2.0,,,,,7.0,,,2.0,,,
32,"Bell, Peter",17,9,10,27,1,2.0,,1.0,1.0,3.0,2.0,1.0,1.0,,,6.0,21.0,,1.0,1.0,1.0,,
7,"Black, Heath",13,3,7,20,,1.0,,,6.0,1.0,2.0,2.0,2.0,2.0,,7.0,9.0,,,1.0,4.0,,
40,"Bootsma, Brad",18,4,8,26,,,,1.0,4.0,6.0,6.0,,,,,9.0,15.0,,,1.0,,,
30,"Brown, Leigh",6,8,5,11,,,,2.0,2.0,,,,1.0,1.0,,5.0,7.0,3.0,,1.0,,,
9,"Carr, Matthew",17,6,1,18,1,,,2.0,4.0,7.0,,1.0,1.0,,,3.0,13.0,2.0,1.0,,7.0,,
10,"Cook, Troy",6,4,9,15,1,,,4.0,,1.0,1.0,3.0,1.0,,,9.0,8.0,,,1.0,,,
38,"Cunningham, Ben",8,3,2,10,,1.0,,,1.0,1.0,1.0,2.0,1.0,1.0,,5.0,5.0,,1.0,1.0,,,
2,"Fletcher, Adrian",5,3,11,16,,,,1.0,,3.0,3.0,,,,,6.0,9.0,,,1.0,,,
14,"Grover, Antoni",8,4,1,9,,,,2.0,2.0,2.0,1.0,,2.0,,,4.0,5.0,,,3.0,,,
4,"Hasleby, Paul",8,3,5,13,1,,,,,5.0,1.0,1.0,1.0,,,6.0,7.0,,1.0,3.0,,,
5,"Jones, Anthony",10,8,4,14,,,,1.0,3.0,,,1.0,1.0,,,7.0,8.0,1.0,,3.0,2.0,,
20,"Longmuir, Justin",13,7,6,19,1,,20.0,,1.0,1.0,4.0,1.0,1.0,6.0,1.0,13.0,7.0,4.0,,1.0,,,
8,"McManus, Shaun",8,5,6,14,,2.0,,5.0,,5.0,1.0,1.0,,3.0,,6.0,11.0,1.0,,,,,
3,"Metropolis, Daniel",10,1,1,11,,,,,2.0,1.0,,2.0,2.0,1.0,,5.0,6.0,,,2.0,2.0,,
6,"Modra, Tony",4,3,,4,3,1.0,,,,,,,,,,1.0,3.0,,3.0,1.0,,,
25,"Norrish, Jason",6,,3,9,,,,,,4.0,2.0,,,1.0,,3.0,6.0,,,,,,
23,"Parker, Shane",5,5,5,10,,,,1.0,2.0,4.0,2.0,,,2.0,,4.0,6.0,,,1.0,1.0,,
29,"Pavlich, Matthew",10,2,2,12,5,,4.0,3.0,1.0,3.0,,2.0,2.0,1.0,,5.0,6.0,,1.0,1.0,,,
27,"Schell, Daniel",3,3,4,7,,,,2.0,,,,1.0,,,,6.0,2.0,2.0,2.0,,,,
19,"Walker, James",5,3,1,6,,,,,2.0,,,1.0,,,,2.0,4.0,,,,,,
34,"Woods, Dion",6,2,4,10,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,6.0,4.0,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,190,90,98,288,13,10.0,27.0,27.0,32.0,48.0,27.0,22.0,17.0,18.0,1.0,118.0,169.0,13.0,10.0,24.0,17.0,,
Opposition,Opposition,207,76,130,337,15,15.0,27.0,30.0,30.0,56.0,36.0,30.0,18.0,17.0,5.0,146.0,193.0,18.0,13.0,27.0,11.0,,
