Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
37,"Callinan, Ian",29y 165d,12 (8-0-4 66.67%),17 (1.42),←,
32,"Dangerfield, Patrick",22y 58d,74 (37-0-37 50.00%),77 (1.04),←,
11,"Doughty, Michael",32y 302d,217 (126-0-91 58.06%),46 (0.21),←,
26,"Douglas, Richard",25y 117d,99 (49-0-50 49.49%),66 (0.67),←,
24,"Jacobs, Sam",24y 53d,46 (21-0-25 45.65%),7 (0.15),29 (14-0-15 48.28%),4 (0.14)
10,"Jaensch, Matthew",22y 258d,31 (15-0-16 48.39%),14 (0.45),←,
20,"Jenkins, Josh",23y 115d,4 (3-0-1 75.00%),4 (1.00),←,
18,"Johncock, Graham",29y 225d,215 (118-0-97 54.88%),104 (0.48),←,
23,"Petrenko, Jared",22y 163d,46 (19-0-27 41.30%),29 (0.63),←,
40,"Porplyzia, Jason",27y 188d,97 (58-0-39 59.79%),145 (1.49),←,
3,"Reilly, Brent",28y 203d,166 (90-0-76 54.22%),49 (0.30),←,
25,"Rutten, Ben",29y 5d,179 (103-0-76 57.54%),6 (0.03),←,
34,"Shaw, Sam",21y 58d,2 (2-0-0 100.00%),,←,
9,"Sloane, Rory",22y 77d,43 (22-0-21 51.16%),24 (0.56),←,
33,"Smith, Brodie",20y 140d,24 (13-0-11 54.17%),4 (0.17),←,
12,"Talia, Daniel",20y 244d,19 (12-0-7 63.16%),,←,
5,"Thompson, Scott",29y 80d,208 (115-0-93 55.29%),133 (0.64),169 (97-0-72 57.40%),116 (0.69)
4,"Tippett, Kurt",25y 25d,93 (46-0-47 49.46%),169 (1.82),←,
7,"van Berlo, Nathan",25y 362d,148 (84-0-64 56.76%),48 (0.32),←,
17,"Vince, Bernie",26y 244d,95 (51-0-44 53.68%),53 (0.56),←,
13,"Walker, Taylor",22y 38d,53 (27-0-26 50.94%),117 (2.21),←,
47,"Wright, Matthew",22y 171d,26 (12-0-14 46.15%),25 (0.96),←,
Totals,Totals,25y 50d,1897 (1031-0-866 54.35%),1137 (0.60),,
C,"Sanderson, Brenton",38y 96d,10 (8-0-2 80.00%),,←,
