Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
36,"Bailey, Max",19y 287d,1 (0-0-1 0.00%),,←,
10,"Bateman, Chance",25y 46d,71 (26-0-45 36.62%),22 (0.31),←,
35,"Birchall, Grant",18y 190d,12 (2-0-10 16.67%),2 (0.17),←,
30,"Brown, Campbell",22y 343d,70 (22-0-48 31.43%),33 (0.47),←,
39,"Campbell, Robert",24y 65d,50 (18-0-32 36.00%),10 (0.20),←,
9,"Crawford, Shane",31y 331d,264 (123-2-139 46.97%),204 (0.77),←,
24,"Croad, Trent",26y 150d,178 (77-1-100 43.54%),179 (1.01),140 (57-1-82 41.07%),119 (0.85)
26,"Dawson, Zac",20y 165d,14 (4-0-10 28.57%),,←,
19,"Dixon, Ben",29y 53d,181 (83-1-97 46.13%),250 (1.38),←,
34,"Dowler, Beau",18y 233d,1 (0-0-1 0.00%),,←,
23,"Franklin, Lance",19y 188d,30 (6-0-24 20.00%),39 (1.30),←,
18,"Guerra, Brent",24y 69d,107 (73-0-34 68.22%),85 (0.79),11 (4-0-7 36.36%),2 (0.18)
15,"Hodge, Luke",22y 52d,84 (30-0-54 35.71%),48 (0.57),←,
22,"Kane, Ben",23y 137d,20 (4-0-16 20.00%),1 (0.05),←,
4,"Ladson, Rick",22y 169d,48 (13-0-35 27.08%),23 (0.48),←,
3,"Lewis, Jordan",20y 104d,36 (10-0-26 27.78%),7 (0.19),←,
5,"Mitchell, Sam",23y 298d,82 (29-0-53 35.37%),16 (0.20),←,
29,"Murphy, Tom",20y 140d,7 (1-0-6 14.29%),,←,
12,"Sewell, Brad",22y 185d,36 (7-0-29 19.44%),,←,
21,"Vandenberg, Richard",29y 204d,133 (54-1-78 40.98%),58 (0.44),←,
6,"Williams, Mark",23y 115d,68 (19-0-49 27.94%),151 (2.22),←,
45,"Young, Clinton",20y 171d,21 (7-0-14 33.33%),5 (0.24),←,
Totals,Totals,23y 52d,1514 (608-5-901 40.16%),1133 (0.75),,
C,"Clarkson, Alastair",38y 101d,40 (10-0-30 25.00%),,←,
