Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Bateman, Chance",14,8,5,19,,1.0,,4.0,,3.0,,2.0,1.0,,,3.0,16.0,,2.0,,,2.0,80.0
14,"Birchall, Grant",8,3,6,14,1,1.0,,,1.0,4.0,,1.0,,,,1.0,13.0,,,4.0,1.0,1.0,81.0
20,"Boyle, Tim",6,8,5,11,3,1.0,,1.0,,,,3.0,,1.0,,3.0,9.0,1.0,5.0,1.0,,2.0,79.0
30,"Brown, Campbell",7,3,7,14,,,,1.0,4.0,,,2.0,,1.0,,4.0,10.0,,,4.0,1.0,,100.0
39,"Campbell, Robert",4,4,4,8,2,,33.0,1.0,,1.0,,2.0,2.0,2.0,,4.0,6.0,1.0,2.0,2.0,,2.0,67.0
9,"Crawford, Shane",15,5,8,23,1,1.0,,5.0,,6.0,3.0,4.0,2.0,1.0,1.0,5.0,19.0,,1.0,3.0,,1.0,88.0
24,"Croad, Trent",7,8,3,10,3,4.0,,,,1.0,,1.0,,,,5.0,5.0,4.0,8.0,,,1.0,97.0
32,"Ellis, Xavier",3,2,3,6,1,,,1.0,,1.0,,,,,,1.0,6.0,,,7.0,,,68.0
27,"Gilham, Stephen",5,3,3,8,,,,,3.0,1.0,,1.0,,,,1.0,7.0,,,9.0,,,94.0
18,"Guerra, Brent",12,4,4,16,,,,,2.0,3.0,,2.0,1.0,1.0,,3.0,13.0,,,1.0,,1.0,78.0
15,"Hodge, Luke",20,6,9,29,4,1.0,,7.0,3.0,5.0,7.0,1.0,3.0,1.0,3.0,16.0,13.0,3.0,5.0,,,3.0,93.0
8,"Jacobs, Danny",12,8,5,17,,,1.0,1.0,3.0,1.0,,2.0,,,,8.0,9.0,1.0,,2.0,,,100.0
4,"Ladson, Rick",11,7,11,22,3,,,,,3.0,1.0,,,,,4.0,18.0,,1.0,,3.0,,79.0
3,"Lewis, Jordan",10,4,12,22,1,,,1.0,,6.0,6.0,3.0,,3.0,,10.0,13.0,1.0,,4.0,,1.0,90.0
22,"McGlynn, Ben",6,5,5,11,,1.0,,3.0,,2.0,1.0,5.0,1.0,1.0,,3.0,10.0,,1.0,1.0,2.0,,78.0
5,"Mitchell, Sam",14,6,12,26,,,,3.0,1.0,9.0,5.0,5.0,1.0,3.0,2.0,10.0,14.0,,,4.0,5.0,4.0,89.0
7,"Osborne, Michael",7,3,4,11,1,1.0,,1.0,,3.0,1.0,1.0,,1.0,,2.0,8.0,,2.0,2.0,,,60.0
2,"Roughead, Jarryd",12,9,5,17,5,2.0,,3.0,,1.0,1.0,6.0,3.0,1.0,,8.0,9.0,,9.0,1.0,,,92.0
12,"Sewell, Brad",14,11,19,33,,,,7.0,1.0,5.0,7.0,,2.0,,,14.0,20.0,1.0,,1.0,,,90.0
11,"Smith, Joel",18,13,8,26,2,3.0,,,2.0,10.0,3.0,1.0,,1.0,,10.0,15.0,1.0,,4.0,3.0,2.0,68.0
13,"Taylor, Simon",2,3,2,4,,1.0,21.0,2.0,,,1.0,1.0,,,,2.0,2.0,1.0,1.0,1.0,,,53.0
45,"Young, Clinton",13,6,6,19,,,,1.0,2.0,4.0,,,,,,2.0,15.0,,,1.0,1.0,2.0,77.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,220,129,146,366,27,18.0,55.0,42.0,22.0,69.0,36.0,43.0,16.0,17.0,6.0,119.0,250.0,14.0,37.0,52.0,16.0,22.0,
Opposition,Opposition,176,96,117,293,12,8.0,22.0,52.0,39.0,35.0,30.0,46.0,17.0,16.0,,106.0,189.0,12.0,13.0,33.0,4.0,7.0,
