Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
1,"Ballantyne, Hayden",23y 295d,33 (19-0-14 57.58%),52 (1.58),←,
26,"Bradley, Kepler",25y 175d,91 (28-1-62 31.32%),64 (0.70),42 (15-0-27 35.71%),50 (1.19)
6,"Broughton, Greg",24y 220d,37 (16-0-21 43.24%),4 (0.11),←,
40,"de Boer, Matt",21y 58d,42 (19-0-23 45.24%),11 (0.26),←,
41,"Duffield, Paul",26y 91d,75 (33-0-42 44.00%),19 (0.25),←,
7,"Fyfe, Nat",19y 231d,24 (15-0-9 62.50%),18 (0.75),←,
14,"Grover, Antoni",31y 57d,187 (82-0-105 43.85%),25 (0.13),←,
32,"Hill, Stephen",21y 6d,51 (24-0-27 47.06%),34 (0.67),←,
5,"Ibbotson, Garrick",23y 53d,64 (24-0-40 37.50%),18 (0.28),←,
37,"Johnson, Michael",26y 199d,109 (55-0-54 50.46%),38 (0.35),←,
34,"Lower, Nick",23y 318d,25 (10-0-15 40.00%),3 (0.12),5 (3-0-2 60.00%),3 (0.60)
23,"Mayne, Chris",22y 186d,42 (22-0-20 52.38%),46 (1.10),←,
18,"McPharlin, Luke",29y 157d,174 (86-0-88 49.43%),112 (0.64),162 (78-0-84 48.15%),109 (0.67)
9,"McPhee, Adam",28y 213d,196 (83-1-112 42.60%),106 (0.54),54 (24-0-30 44.44%),23 (0.43)
16,"Mundy, David",25y 291d,136 (65-0-71 47.79%),55 (0.40),←,
10,"Palmer, Rhys",22y 83d,44 (17-0-27 38.64%),19 (0.43),←,
29,"Pavlich, Matthew",29y 127d,242 (107-0-135 44.21%),470 (1.94),←,
46,"Pearce, Clancee",20y 196d,15 (5-0-10 33.33%),8 (0.53),←,
4,"Pitt, Jayden",18y 212d,5 (4-0-1 80.00%),2 (0.40),←,
24,"Roberton, Dylan",19y 320d,19 (11-0-8 57.89%),2 (0.11),←,
31,"Sandilands, Aaron",28y 152d,162 (82-0-80 50.62%),61 (0.38),←,
47,"van Berlo, Jay",22y 231d,27 (16-0-11 59.26%),10 (0.37),←,
Totals,Totals,24y 110d,1800 (823-2-975 45.72%),1177 (0.65),,
C,"Harvey, Mark",45y 330d,81 (34-0-47 41.98%),,←,
