Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
27,"Alessio, Steven",29y 142d,137 (93-2-42 68.61%),162 (1.18),←,
16,"Barnard, Paul",28y 45d,93 (64-0-29 68.82%),31 (0.33),82 (61-0-21 74.39%),27 (0.33)
22,"Barnes, John",31y 302d,181 (107-2-72 59.67%),87 (0.48),37 (30-1-6 82.43%),22 (0.59)
32,"Blumfield, Justin",23y 126d,95 (66-0-29 69.47%),69 (0.73),←,
23,"Bolton, Mark",21y 361d,8 (5-0-3 62.50%),3 (0.38),←,
33,"Caracella, Blake",24y 15d,82 (58-0-24 70.73%),105 (1.28),←,
31,"Fletcher, Dustin",25y 327d,152 (105-3-44 70.07%),52 (0.34),←,
3,"Henneman, Aaron",20y 107d,9 (9-0-0 100.00%),,←,
5,"Hird, James",28y 54d,131 (85-4-42 66.41%),224 (1.71),←,
42,"Jacobs, Danny",20y 278d,11 (11-0-0 100.00%),3 (0.27),←,
14,"Johnson, Jason",23y 64d,41 (35-0-6 85.37%),18 (0.44),←,
1,"Johnson, Mark",22y 311d,40 (37-0-3 92.50%),8 (0.20),←,
18,"Lloyd, Matthew",22y 348d,107 (71-1-35 66.82%),358 (3.35),←,
25,"Lucas, Scott",23y 90d,93 (60-0-33 64.52%),150 (1.61),←,
10,"McVeigh, Mark",20y 63d,11 (9-0-2 81.82%),3 (0.27),←,
2,"Mercuri, Mark",27y 37d,152 (102-3-47 68.09%),215 (1.41),←,
24,"Misiti, Joe",26y 141d,166 (107-4-55 65.66%),69 (0.42),←,
29,"Moorcroft, Gary",24y 348d,65 (47-0-18 72.31%),74 (1.14),←,
9,"Ramanauskas, Adam",20y 131d,27 (25-0-2 92.59%),14 (0.52),←,
43,"Rioli, Dean",22y 314d,23 (19-0-4 82.61%),33 (1.43),←,
7,"Solomon, Dean",21y 80d,52 (40-0-12 76.92%),15 (0.29),←,
6,"Wellman, Sean",26y 191d,136 (81-2-53 60.29%),19 (0.14),102 (68-1-33 67.16%),10 (0.10)
Totals,Totals,24y 126d,1812 (1236-21-555 68.21%),1712 (0.94),,
C,"Sheedy, Kevin",53y 96d,473 (307-5-161 65.43%),,←,
