Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
17,"Bowey, Jake",21y 264d,52 (36-0-16 69.23%),6 (0.12),←,
37,"Chandler, Kade",24y 141d,45 (28-0-17 62.22%),34 (0.76),←,
31,"Fritsch, Bayley",27y 179d,138 (80-1-57 58.33%),238 (1.72),←,
11,"Gawn, Max",32y 155d,215 (108-1-106 50.47%),105 (0.49),←,
12,"Hunter, Lachie",29y 172d,199 (109-0-90 54.77%),80 (0.40),26 (17-0-9 65.38%),7 (0.27)
15,"Langdon, Ed",28y 122d,168 (92-1-75 55.06%),70 (0.42),100 (67-1-32 67.50%),37 (0.37)
1,"May, Steven",32y 144d,227 (104-2-121 46.26%),24 (0.11),104 (66-1-37 63.94%),3 (0.03)
23,"McAdam, Shane",29y 5d,53 (19-0-34 35.85%),73 (1.38),3 (1-0-2 33.33%),1 (0.33)
25,"McDonald, Tom",31y 258d,221 (99-1-121 45.02%),168 (0.76),←,
4,"McVee, Judd",20y 300d,37 (23-0-14 62.16%),,←,
30,"Neal-Bullen, Alex",28y 145d,165 (97-1-67 59.09%),113 (0.68),←,
13,"Oliver, Clayton",26y 316d,174 (100-1-73 57.76%),53 (0.30),←,
5,"Petracca, Christian",28y 150d,188 (107-1-80 57.18%),184 (0.98),←,
35,"Petty, Harry",24y 203d,72 (42-1-29 59.03%),22 (0.31),←,
36,"Pickett, Kysaiah",23y,95 (64-1-30 67.89%),140 (1.47),←,
24,"Rivers, Trent",22y 308d,89 (61-1-27 69.10%),7 (0.08),←,
3,"Salem, Christian",28y 323d,168 (86-1-81 51.49%),26 (0.15),←,
32,"Sparrow, Tom",24y 2d,86 (56-1-29 65.70%),31 (0.36),←,
20,"Tomlinson, Adam",30y 297d,180 (88-3-89 49.72%),35 (0.19),40 (27-0-13 67.50%),
42,"Turner, Daniel",22y 126d,7 (4-0-3 57.14%),4 (0.57),←,
7,"Viney, Jack",30y 50d,208 (96-1-111 46.39%),63 (0.30),←,
6,"Windsor, Caleb",18y 359d,12 (7-0-5 58.33%),5 (0.42),←,
40,"Woewodin, Taj",21y 68d,14 (10-0-4 71.43%),2 (0.14),←,
Totals,Totals,26y 162d,2813 (1516-18-1279 53.89%),1483 (0.53),,
C,"Goodwin, Simon",47y 159d,172 (100-1-71 58.43%),,171 (100-1-70 58.77%),
